varo,"Air, Wind"
sillo varo,Breeze
vaul,Cold Breeze
hEn,Hot air
vaadaLo,Storm
cakravaadaLo,"Cyclone, Hurricane"
heem,Cool
himus,Cold
osu,Snow
Osu,Snow
monjcu,"Mist, Fog"
gheDi poDatte,Freeze
hinno,Ice
pani geDDo,Ice
piDu,Lightning
cabal,Lightning
gerjano,Thunderclap
iran,Thunder
pavi,Thunder
indradhanush,Rainbow
vyaakaraN,Grammar
vyaakaraNa vaacin,Grammatical words
naamavaaci,Noun
kriyaavaacin,Verbs
vibhakti varNagun,Case makers
sabdu,Word
naagun,Nasal Word
upaakshar,Sub letter
meeLaakshar,Conjuncts
haarun,"nha, mha, rha, lha"
daatun,"cam, cham, jam, jham"
saanduru,One word Conjuncts
lipi,Script
uccaaraNo,Pronunciation
samyukta,Conjunct
samyukta lipi,Conjunct letter
aasu,Vowel
ajunu,Vowel
alunu,Consonant
halunu,Consonant
opunu,Consonant + 'a'
tanunu,Combinational letter
samaksha,Superior class of being
parOksha,Inferior class of being
badnavaaci,Pronoun
guNavaaci,Adjective
kriyaavaaci,Verb
pukravaaci,Adverb
nikravaaci,Conjunction
dheeTavaaci,Interjection
vissEshaNa,Special
vissEshya,Substantive
linggu,Gender
dallinggu,Masculine
aLLinggu,Feminine
napumsalinggu,Othar than Masculine and Feminine
vacanu,Noun Number
Ekavacanu,Singluar Noun
bahuvacanu,Plural Noun
purushu,Person
uttama purushu,First person
madyama purushu,Second person
tattama purushu,Third person
vibhakti,Case
varNagun,"Makers, Elements"
kaalu,Tense
caltakaalu,Present Tense
gEkaalu,Past Tense
autakaalu,Future Tense
bhaavakkriyo,Affirmative Verb
vyatirEkakriyo,Negative Verb
pratyaahaara,Abbrevation
sangnjaarthaani,Technical Names
"divvo vibhakti - ku, ko, dheri","2nd case maker - ku, ko, dheri"
"theenvo vibhakti - haali, sara, saro, sero, senggo, sento, sOru","3rd case maker - haali, sara, saro, sero, sengo, sento, sOru"
"carvo vibhakti - ku, ko, vanno","4th case maker - ku, ko, vanno"
"panjcvo vibhakti - toko, tokan, rheenu, lenggo, lento, sommaru","5th case maker - toko, tokan, rheenu, lengo, lento, sommaru"
"sovo vibhakti - ke, ro","6th case maker - ke, ro"
"satvo vibhakti - mu, ru, jOLu, jovo, khaalu, lekto, unjco, bhittaru, hOru","7th case maker - mu, ru, jOLu, jovo, khaalu, lekto, unjco, bhittaru, hOru"
"aTvo vibhakti - hE, hO, O, raa, rE, vaa","8th case maker - hE, hO, O, raa, rE, vaa"
udaaharaNo,Example
sanaanggu - khaa,One letter word - khaa
didaanggu - ami,Two letter word - ami
tikraanggu - uTaav,Three letter word - uTaav
catraanggu - taLahaat,Four letter word - taLahaat
pangkraanggun - anusaraNo,Five letter word - anusaraNo
ssasaanggun - hindalatte,Six letter word - hindalatte
sakkaanggun - paaynjpoDatte,Seven letter word - paaynjpoDatte
renggu,Dye
renggu bhurko,Dye powder
vani,"Color, Colour"
kaLo,Black
kaaLo,Black
kaLavani,Black colour
hujaal,White
lhovo,Red
halko lhovo,Pink
niLo,Blue
udo,Sky blue
kaLoniLo,"Indigo, Blueblack, Dark blue"
haLDuno,Yellow
poLso,Green
polso / haveDo,Green
goro,White (Skin)
camal,Brown (Skin)
raak,"Grey color, Gray color, Ash"
kiTLa,Light brown
laak,Lacquer
sonnaa vani,Gold color
ruppaa vani,Silver color
phaNTho,Albino
kaLo dhuNTi,Overly Black
ujjini,Birth
ujvaavu,Birth
nhuru,"Baby, Child, Kid"
baaLu,"Baby, Child, Kid"
nhurubaaL,"Baby, Child, Kid, Kith and Kin"
pillo,"Baby, Child, Kid"
haatum pillo,Infant
maay,Girl Baby
bavu,Boy Baby
ghoNangghoNaay,Baby crawling
baalo,"Baby, Child, Kid"
baalyam,Childhood
baalyakaal,Childhood
beDko,Boy
beDki,Girl
nhannappan,"Young age, As a kid"
jaaNu,Youth
jaaNo,Youth
"yauvano, yauvanam",Youth
javNo,Young
javNo,"Youth, Youngster, Young Boy"
javNi,Young Girl
jaaNa beDko,"Lad, Young Man, Young people"
jaaNa beDki,"Lass, Young Woman"
jaaNali,"Young lady, Young woman"
pulatte,Puberty
caal,Puberty
aNTTu,"Uncleanness, Defilement"
nhannahoDo,Teenager
kaumaro,Teenager
kaumari,"Teenage Girl, Virgin"
kaumarappan,Teenage
kaumaara,"Teenage, Boyhood"
nhanna pillo,"Little child, Baby"
mhoDo meni,Adult
mhoDo meni hOtte,"Attaining age, Puberty"
bail,"Woman, Lady, Female"
beylmeni,"Woman, Lady, Female"
ontu,"Woman, Lady, Female"
vontu,"Woman, Lady, Female"
"aLi, ali","Woman, Lady, Female"
stree,"Woman, Lady, Female"
ammakkO,"Woman, Lady, Female"
anggano,Woman
dallo meni,"Man, Male"
dallanaacci,"Rogue woman, Manly woman"
vaardhikyo,Old age
oyes,Age
oLDu,"Aged, Elder, Senior"
vorsu hoyaattenu,"Elderly, Aged people"
vorsu hoye,Aged
dukpo,"Old Age, Aging, Ageing, Senility"
dovrappan,"Old Age, Aging, Ageing, Senility"
ammaan,Madam
aiyaan,Gentleman
aiyaanu,Sir
oLDyaan,"Ancestor, Ancestors, Ancestral"
mhoTTaan,"Ancestor, Ancestors, Elderly, Ancestral"
mhoTTappan,"Honor, Respect"
ujyaattenu,Born
ujjedinnu,Birthday
jivni,Life
jitrav,Life
jivNam,"Livelihood, Living"
jivdajeev,Alive
jivi rhaatte,Survival
aayu,Lifespan
jelum,"Life, Congenital, Birth"
chaaLi,"Life, Congenital, Birth"
phuLLo,Previous Life
kerum,Karma
moDo,Corpse
moraNjivan,"Serious condtion, Critical condition"
moran,Death
parampondiyaas,Passed away
moranu samaacaar,Obituary
veLu,Funeral
oddeso,First death anniversary
vardaso,First death anniversary
titi,Death anniversary
layam,"Extinction, Death, Perish, Destroy, Doom"
naasti,"Extinction, Death, Perish, Destroy, Doom"
nasini,"Extinction, Death, Perish, Destroy, Doom"
agaar,Food
khauNam,Food
naasto,Breakfast
dhuvaari bhaat,Lunch
staanpaan,Tiffin
raajjeman,"Supper, Dinner"
bhook,Hunger
pOTunjjaaL,Hunger
bhukko,"Being hungry, Starvation"
bhuklo,Hungry person
khanaar,An eater
bhakshak,An eater
bhajjikhanaar,"Vegetarian, Veg"
bhosulokhanaar,"Non vegetarian, Non veg"
pooT,One time meal
ghaas,A big rice ball
uNDo,"Ball, Orb"
borkkulu uNDo,Puffed rice ball
bhaat,Cooked rice
sillabhaat,"A meal of leftover rice soaked in water at night, Stale meal"
kenni pEs,Rice Porridge
suguT,Pudding
ambil,"Gruel, Pulp, Mush"
amrut,"Nectar, Elixir"
rumpi,"Nectar, Elixir"
sambaar,"Spicy gravy, stew, broth"
avNTi,"Tamarind gravy, stew, broth"
amTi,"Tamarind gravy, stew, broth"
gojju,"Tamarind gravy, stew, broth"
koLkar,"Chilli Gravy, stew, broth"
miri koLkar,"Pepper Gravy, stew, broth"
losanu koLkar,"Garlic Gravy, stew, broth"
cainaa avNTi,"Mutton gravy, stew, broth"
bhajji caar,"Spinach gravy, Green Stew, broth"
dheynj avNTi,"Whey gravy, stew, broth"
dhenji amTi,"Whey gravy, stew, broth"
timTi,Indian Soup
piLcaar,Indian Soup
cees amTi,Indian soup
keTTu piLcaar,Lentle Indian Soup
dheynj,"Curd, Yogurt"
dhenji,"Curd, Yogurt"
dheynj pani,Butter milk
dhenji pani,Butter milk
taaku,Butter milk
kheras,Cottage cheese
loni,Butter
toop,"Clarified butter, Ghee"
kaylokesur khavnam,Salad
kuTkiri,Bottle gourd Curry
poLTini,Fries
teLni,Deep frying
bhunjjini,Roasting
ambaT,Curry masala
kaccennaa ambaT,Chickpea curry
kennu ambaT,Lima bean curry
raajmaa ambaT,Kidney bean curry
"buLLaa ambaT, keLanggu ambaT",Potato curry
covLaa poLTini,Red cowpea fries
daal,Lentil curry
daal pani,Lentil stew
cennaa daal,Roasted gram split curry
lubbin,Gooseberry paste
libbin,Gooseberry paste
loshTo,Mint curry
gesi,Pickle
bhuDit,Mash
vanggi bhuDit,"Mashed brinjal, Mashed Eggplant"
ghaDini,"Churning Spinach etc.,"
"sijvette, sivjatte",Boiling
phonni dEtte,"Seasoning, Garnishing"
khoor,Pungent smell
oDi,"Fried rice ball, Rice vadakam"
appuDaal,Papad
bhosulo,"Meat, Non-veg"
caino,"Meat, Non-veg"
kuDi caino,Chicken meat
bheNDu caino,Mutton
goru caino,Beaf
dukkaru caino,Pork
hariNu caino,Venison
meyam,Fat
mando,Fat
aNDo,Egg
koDDi,Dried fish
sukkaT,"Dry mutton, Jerky"
"cakulatte, cailatte",Side dish
peeT,Batter
appam,Jaggery dosa
loni appam,Buttered jaggery dosa
dhiDo,"Dosa, Rice Pancake"
ghOma tandu dhiDo,"Wheat dosa, Wheat rice Pancake"
phalaar,"Idli, Idly, Rice Cake"
viLTiyo,"Idli, Idly, Rice Cake"
viLDoDum,"Idli, Idly, Rice Cake"
ukkuDum,"Idli, Idly, Rice Cake"
thovli phalaar,"Clay pot Idli, Idly, Rice cake"
bhurko,Powder
bhurkko,"Into small pieces, Chopping finely, Mincing"
muddaa ponggal,Rice cooked with lentils
toop ponggal,Ghee Pongal
"kEsari, upmaav","Kesar bath, Uppuma"
ambaT bhaat,Tamarind Rice
limbu ponggal,Lemon Rice
takkaaLi ponggal,Tomato rice
guLLu ponggal,Sweet Pongal
sekkaru ponggal,Sugar Pongal
dhauraa ponggal,Temple Pongal
dheynj bhaat,Curd Rice
bhairi,"Deep Fried Bread, Poori"
cappaatti,Chapati
"parOTTaa, burOTTaa, paraattaa","Parota, Parotta, Paratha"
biriyaaNi,"Biriyani, Briyani"
raito,Salad
dheynj kando,Onion Salad
masaalaa,Spice
kurumaa,"Kuruma, Kurma, Korma, Qorma"
koDDo,"Thick, Concentrated"
paLTo,"Semi solid, Diluted, Watery"
taaDo,Watery
gheTTi,"Solid, Hard, Thick, Concentrated"
gheDi poDatte,"Solidify, Harden"
doot,Milk
saay,Creamy layer of milk
caay,Tea
kaappi,Coffee
guLLu kaappi,Palm jaggery coffee
soNTi kaappi,Dried ginger coffee
miThaay,Candy
pEsu miThaay / miTTaay,Jelly candy
guLLeyo,Sweet
tikkeyo,Savouries
neggun,Snacks
bhajji,Banana Fritters (Bajji)
vaDo,"donut, doughnut"
aambaDo,"Spicy donut, doughnut"
meeDu vaDo,"Flour donut, doughnut"
guLLu vaDo,"Jaggery donut, doughnut"
suguNDo,Steamed rice flour balls
pakODaa,Pakora
roTTi,Bread
paiDi roTTi,Bun
"poLLaa gesi, poLLaa bijjaT",Jam
caili,Twisted crunchy Snack
tendulo,Crunchy snack
puri,"Sweet donut, Adhirasam"
kandulo,Rice dumplings
dhovLo,Milk Dumplings
phonnindhovLo,Cumin rice dumplings
sevi,Dumpling Roll
pasem,Rice Pudding
halvo,Halva
keshaav,Potion
pEs,"Porridge, Gruel, Pulp, Mush"
veLepEs,"Boiled rice water, Rice Porridge"
dhuvan,"Rice rinsed water, Rice washed water"
koDuk,Spicy Gruel
murge,"Rotten, Decomposed"
muDatte,"Rot, Decompose"
muDini (doot),"Spoilage (milk), Decomposition"
viTTaya,"Spoilt, Rotten, Stale"
najje,"Spoilt, Rotten, Stale"
ressu,"Juice, Soup"
kuTko,Piece
nalaapani,Tap Water
khaanpaanssaalo,"Restaurant, Hotel"
vasanussaalo,"Lodge, Hostel"
neTshatru vasanussaalo,Star Hotel
taaDi pani,Toddy
keLLu,Toddy
sero,"Arrack, Liquor, Drinks, Alcohol, Spirit"
seraa pani,"Hot drinks, Drinks, Arrack, Liquor, Alcohol, Spirit"
penissaalo,Bar
pani taylatte,Boozing
peni,Boozing
modo,Intoxication
guLLe pani,"Soft drinks, Beverage"
nommatte,Chewing
najjanaatto seele,Preserve
kalamhoni,Expire
kalamhOnjaariyo,Expiry
poTNam,"Parcel, Pack"
tettuLinjjatte,Stagger
mago,Handloom
vinatte,Weaving
vinaste,Weaving
usuno,Bleaching
taak,Yarn
taat,Warp - (consists nine 6 yard sarees)
pagaT,Warp
pagaT eraste,Streching the warp
ponni keratte,Streching the warp
bentu saTTam,Cross beam
rOl,Warp beam
toor,Cloth Beam
pholo,Ratchet Wheel
davni,Woven Saree of 6 yards
neli,Loom Wood Shuttle
keli,Shuttle Roller
rittikeNDo,Loom Wood Bobbin
oyk vaLTi,Round wooden bar
kamDi vaLTi,Flat wooden bar
mago,Batten Handle
magaa miTTo,Weaver's seat
jakkaarD peTi,Jacquard box
potti,A cone shaped hand tool to wind yarn for Handloom
podarO,A bamboo reel for winding off weft yarn
rheDo,Hand Spinning Wheel
panjculo,Treadles of Loom
tano tavattE,Pedalling the Treadles
neTTatte,Shedding weft with warp
phonni,Reed or Metallic Comb
avDaam,Across
kiDo,Worm
siddaT,Earthworm
haabu,Insect
habbu,Insect
minggi,Ant
munggi,Ant
kaLo minggi,Tiny Black Ant
lhovo minggi,Fire Ant
minggi bhakshak,Anteater
amthilo,Anthill
vaLmeek,Anthill
caaTo,Black Garden Ant
mhagi,House Fly
pisLo,Mosquito
bando,"Cockroach, Roach"
sokkaL,"Grasshopper, Locust"
suNDi,Dragonfly
jhuruL,Cricket
ghendal,Beetle
mauDi,Cellar Spider
dheyno,Bedbug
jhool,Leech
jhuLu,Leech
kangkiDo,Caterpillar
kainangkiDo,Millipede
jijjil,"Glowworm, Firefly"
govrammo,Butterfly
phoolupatanggo,Clouded yellow butterfly
gOmbe,Centipede
vinjcu,Scorpion
maNDappo,Giant forest scorpions
jhoom,"Lice, Louse"
reek,Nits (Lice egg)
hudi,"Silverfish, Moth, Termite"
phoolumadhu,Nectar
tEne,Honey
mai,Honey
mai mhakhi,"Bee, Bees, Honey Bee"
bhoo,"Earth, Land"
bhoonj,"Earth, Land"
bhunji,"Earth, Land"
bhooynj,"Earth, Land"
bhoot,"Earth, Land"
prithvi,"Earth, Land"
pani,Water
aapu,Water
dravo,"Fluid, Liquid, Orgasm"
akaass,Sky
habaal,Sky
kshitija,Horizon
hadaaL,Boom
hulo,Fire
jaaL,Fire
vaayu,Gas
varapOkkan,Airy
praaNavaayu,Oxygen
heepu,Ground
boyal,"Barren Land, Ground"
goDDu bhooynj,Barren Land
vandhyo bhooynj,Barren Land
utto,Mound
aaLi,Pit
gaDsu,"Rough, Uneven"
raaN,Forest
vaLu raaN,Desert
kaantaaru,Desert
dhruv,Pole
dhruvo,Polar
dekshaNu dhruv,South Pole
uttaru dhruv,North Pole
marin,Mirage
saagar,Ocean
sundur,Sea
sondur,Sea
laaT,Wave
sunduru keTTo,Beach
sonduru sovaTu,Coastal area
neddi,River
khauri,Pond
soro,Pond
hiro,Pond
taTo,"Reservoir, Pond, Pool, Tank, Puddle"
toppal,"Tank, Pond"
taLo,Lake
haDo,Deep pool in river
ninno,Deep
nimno,Depth
lOt,Deep
keTTo,"Bank, Shoreline"
neddi keTTo,River Bank
teer,River Bank
taLaateer,Lake Bank
vevlo,Flood
srOv,Flood
jhaar,Flood
avri,"Vortex, Whirlpool"
celmo,Spring
kasu,"Fountain, Springs"
uuTo,Spring
uray,Ooze
pulno,Bridge
laanggu,Bridge
sEtu,Bridge
donggar,"Hill, Mountain"
shailam,"Hill, Mountain"
citrakOrT,"Hill, Mountain"
giri,"Hill, Mountain"
postu,"Top, Vertex, Summit"
ssinggu,Cliff
donggaru ssinggu,Cliff or Summit of a hill
ghOru donggar,Steep Hill
jari,"Waterfall, Falls"
praantu,Region
ushNo praantu,Tropical Region
ollo praantu,Wet Region
sukke praantu,Dry Region
jagat,World
lOku,World
bhulOk,World
bhoolOk,World
aksharEk,Lattitude
dheerggarEk,Longitude
khaaNDu,Continent
upakhaaNDu,Subcontinent
dveep,Peninsula
deevu,Island
dibba,Island
raashTram,Nation
raashTreeyo,National
sarvadEssu,International
dEss,Country
vidEss,"Foreign country, Abroad"
hostaanu dEss,Western country
tEssaantar,Migration
raajyam,"State, Kingdom"
jillaa,District
gaam,"Town, City"
paTan,"Town, City"
thaam,"Place, Location, Station"
sthalo,"Place, Location, Station"
ssaalo,"A large place, Campus"
gamulogaam,Outstation
porkyaaT,Village
oTccani,Drain
cEku,Dirt
cEkpani,Dirty water
nEkpani,Clean water
khaNDi,Pit
aaLi,"Groove, Pit"
ghoovo,"Cave, Den"
biNug,"Cave, Den"
suranggo,Tunnel
paaro,Rock
guNDo,Pebble
deguDO,"Rock, Stone"
deyDo,Stone
baLinggudeyDo,Marble
ciDaayteyDo,Blue Metal
ssangkhu,Conch
vaLu,Sand
matti,Soil
ramatti,Red Sand
karam,Red Sand
ciDamatti,Clay
cikuDamatti,Clay
vaLumatti,Alluvial soil
supeeku,"Fertile, Fertility"
pangku,Mud
cekkuL,Mud
budduro,Mud
budduraa pani,Sewage
vijili,Electricity
ciDuko,Switch
guNDu divo,Incandescent light bulb
nalli divo,Tube light bulb
LED divo,LED light bulb
uTaav,Bright
haatudivo,Torch light
kuDiyaNDaa divo,Oil lamp / Egg lamp
kanTeen,Lantern
khandem divo,Hurricane Lamp
andem divo,Sand lamp
"toraNu divo, jhumpar",Chandelier
dhumTi,Fire Torch
laguDaathandili,Wooden Fire Torch
meyin vaat,Candle
vijano,Hand Fan
vijili vijano,"Electric Fan, Ceiling Fan"
mEjo vijano,Table Fan
peeTho vijano,Pedestal Fan
doordekkaNNi,Television
tero,Screen
teraa boTTo,Curtain
dooruniyantro,Remote control
doorvadini,"Phone, Telephone"
haatuvadini,"Cell Phone, Mobile Phone"
sillaa peTi,"Refrigerator, Fridge"
silla varaa peTi,Air conditioner
istiri,Clothes Iron
polkaavastun,Furnitures
caarpaaynj,Stool
kursi,Chair
"peeTho, mEjo",Table
jemariyo peeTho,Dining table
tivi,Long Bench
badulo,Long Bench
khoLTi,"Bag, Carry Bag"
pisni khoLTi,Plastic bag
keccendi,"Gunny bag, Sack"
khoLTo,"Gunny bag, Sack"
peTi,Box
kOshTu,Wooden bureau
suru,Bottom Drawer of a Bureau
poro,Bottom Drawer of a Bureau
hinduLo,Swing
sENi,Ladder
saTo,Ladder
aLTaasaTo,"Attic ladder, Loft ladder"
lOs,"Picture, Photo, Image"
sadi,Umbrella
nivi,"Trough, Tank, Tub"
baLLo,Bucket
handaar,Dark
hujaal,Light
nEgu,Light
jOti,Light
gadi,Granary pot
gellO,Earthen pot for storing grains
bhootaddam,Magnifying glass
pavgaL,"Ancient form of footwear, Wooden footwear"
cevni,"Slipper, Footwear"
paaynjhovi,"Slipper, Shoe"
akro,Short
lambo,Long
akro,Narrow
vilaas,Broad
anTko,"Compact, Wrap, Fold, Handy"
dhaaTo,"Wide, Wide open"
aDukku,Underneath
hollo,Above
avai,Will come
aunaa,Will not come
aav,Come
jhaa,Go
unjco,"Above, Up"
khallo,"Below, Beneath"
unjcco,"Tall, Height"
tuccho,Short
unno,Less
vEn,More
morni,Death
oNTevaal,One Time
jhuguvaal,Many Times
ollo,Wet
sukke,Dry
kaLaay,"Know, Aware"
kaLaanaa,"Do not know, Unaware"
ghaan,Stink
vasuno,"Smell, Fragrant, Fragrance, Aroma"
giTTai,Affordable
giTTunaa,Unaffordable
geDabuDa,"Rough, Uneven"
nhinaav,"Soft, Smooth"
cikkaya,Lean
deLko,Stout
curum,Soon
tamas,Late
cerccile,Include
dobbile,Exclude
cerccikin,Including
dobbikin,Excluding
cokkaT,"Well, Fine, Good"
najje,Bad
coDDovatto,Lie
rhattavatto,True
thaLko,Thick
nhaan,Thin
dudoor,Far
logutto,"Near, Beside"
dairo,Left
jaino,Right
nhaa,"No, Nope"
haay,Yes
"nheette, nhaatte",Not
sEtte,Is
nEro,Straight
vaguNDo,Skewness
nokko,Don't want
pajE,Want
novvo,"New, Novel, Fresh, Original"
junno,Old
paskaT,Back
sommar,Front
paskallo,Backside
sommallo,Frontside
bhaar,Weight
havlo,Light
phijjaay,Enough
phunnaa,Insufficient
bisso,Fast
haLLu,Slow
bhittar,In
bharaaT,"Out, Outside"
bhittaru,Internal
bharaaTu,External
bheLbheeTu,"Affluent, Extreme wealth"
daaridram,Poverty
pollam,Pit
miTTo,Mound
mhaggo,"Costly, Expensive"
songgo,Cheap
mhoTTo,"Elder, Big, Great, Senior"
nhanno,"Younger, Small, Little"
mhovlini,Off
"bhovrini, tagini",On
mhaujaay,Will be extinct
mhaujaanaa,Will be extant
mit,"False, Lie"
vaastav,"True, Fact"
muddo,Mushy
mudur,Undercooked
muses,Done
museni,Not done
mOs keratte,Cheating
mOs jaatte,Being cheated
rovvo,"Little, Bit"
jhukku,Lot
vedur siye,Expected
vedur sanaa,Unexpected
sillo,Cold
hunno,Hot
sukhinjjini,Enjoying luxury
pondini,Experiencing difficulties
suTTai,"Will get rid of, Will stop"
suTTunaa,"Will not get rid of, Will not stop"
serkko,Right
mantu,Wrong
seray,Valid
sennaa,Invalid
havDan,"Memory, Remembrance"
nisur,Forgetfulness
hiTTai,Will get loose
hiTTunaa,Will not get loose
huDo,Flat on stomach
nitto,Flat on back
hollo,Over
khallo,Under
hEaaD,Tight
dhillo,Loose
handav,Cooking
handapu kaam,Cooking work
cullo,"Stove, Oven"
laiDaa cullo,Wood Stove
khoLcyaa cullo,"Charcoal oven, Coke oven"
koTpai cullo,Mud oven which receives heat indirectly
bhaunes,Stove platform with coal and wood oven
digaram cullo,Kerosene Stove
varaa cullo,Pump Stove
vaayu cullo,Gas Stove
vijili cullo,Electric Stove
tukkisoDan cullo,Induction Stove
seni,"Dry Cow dung, Argol"
raak,Ash
basmo,Ash
khoLce,"Charcoal, Coke"
digaram,Kerosene
laiDo,Firewood
laguDo,Firewood
laguDaabharo,Wood bundle
cegulo,Chopped Firewood
segiDi,Fire
alto,Fire
kuLTo,"Burning Coke, Ember"
vistev,"Burning Coke, Ember"
vinggaL,"Burning Coke, Ember"
pET lavatte,Igniting Stove
phuNali,Blower
dhoom,"Smoke, Fume"
ghombuLo,Warm
hadan,Fermented water prepared with starch and rice washed water
hadan thovatte,Boiling the water to cook rice
khET,Hot boiling point of cooked rice
kheDini,Boiling point
tappini,Boiling
vaap,"Vapour, Steam"
tavni,Melting
tavai jaay,Melt away
cuNDaNi,Boiling hot
jelajelani,Bubbling hot
hubbini,"Boiling, Overflowing, Effervescence"
nivno,Coir Rope Trivet
puDki,Palm leaf Basket
"hokaL, hogaL","Mortar, Grinding Stone"
dhumTaahokaLu,Wooden mortar
caki hokaL,Grinder
orgulO,Pounder
lublo,Pounder
lubburkaylo,Pounder
rheguDo,Hand Mill
paTo,Metate
deguDaapaTo,Metate
caki paTo,Mixie
paTaa deyDo,Metate's pestle
musal,Pestle
solo,Measuring Cup
aDDo,Full Measure
suDo,Winnowing basket
subDo,Winnowing basket
sulo,Winnowing basket
mottu,Dal Churner
gusiLi,Curd Churner
cees ambaT,Tamarind Rice Mix
ceesu poLTo,Squeezed Tamarind
nalli,Tap
jhanni,"Broomstick, Besom"
poolu jhanni,Grass Broom
nalaru jhanni,Coconut Palm Broom
jhanni khaTTi,"Broom stick, Rib of a palm leaf"
sekkalu khaTTi,Dry can stick
kuppo,"Garbage, Trash, Waste, Junk"
Dabbo,Bin
"ciguTTo, civuTTo","Viscous, Sticky"
muri boTTo,Kitchen Towel
mosuraa boTTo,Kitchen Towel
menik,"Man, Human, Person"
janu,Person
naro,Male
menkyaan,People
oNTiyaaL,"Bachelor, Single Person"
anaadi,Orphan
ssrimaan,"Mister, Mr"
kaumari,Miss
kaLayattenu,"Known person, Familiar"
kaLaanaattenu,Stranger
paLkaar,Sourashtrian
sudi,"Wise, Scholar, Shrewd"
sudhi,"Wise, Scholar, Shrewd"
oLTyaan,"Wise, Scholar, Shrewd"
guru,Preceptor
ssishyo,Disciple
satkuli,Born into a good clan
sadaacaari,Saint
peLadul,"Ascetic, Saint"
rushi,Sage
yOgi,Yogi
hOto,Sacrificer
mauni,Sage
praajnjo,Sage
jnjaani,Sage
njaani,Sage
sudaagami,Recipient of salvation
aastiko,Theist
naastiko,Atheist
nitlo,Judge
vitlo,Counselor
niboos,Truth speaking man
satyavaadi,Honest
mati,Knowledge
heDDE,Stupid
phuTkO tOn,"Blabbermouth, Gossiper"
gheDiketto,"Intelligent, Clever, Smart, Dexterous, Cute"
gheDikettaan,"Intelligent, Clever, Smart, Dexterous, Cute"
buddhimaan,"Intelligent, Clever, Smart, Dexterous, Cute"
roopavati,Pretty Woman
roopi,Handsome
manmathu,Cupid
tiruvaali,Mischievous
keaavreaa,"Hooligan, Rowdy"
kauri,"Giant, Poor, Crooked, Wicked"
kauriNi,Wicked woman
mhooDo,"Fool, Idiot, Stupid, Unwise, Dull"
