alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence,category,source
பெய்த்து கொ2ள்டி,peyttu khoLTi,பித்தப்பை,Gallbladder,பெய்த்து மெனரியொ பெய்த்து கொ2ள்டிம் செர்ச்சி தொ2வரியொ ஒண்டெ த்3ரவொ,peyttu menariyo peyttu khoLTim cercci thovariyo oNTe dravo,பித்தம் என்பது பித்தப்பையில் சேமிக்கப்படும் ஒரு திரவம்,Bile is a fluid stored in the gallbladder,body,corpus_sourashtradictionary
தெள்ஜி,teLji,பித்தப்பை,Gallbladder,அய்து3சிகித்ஸொ கெரி தெள்ஜிக் ஹெடு3வாயி,ayducikitso keri teLjik heDuvaayi,அறுவை சிகிச்சை மூலம் பித்தப்பையை அகற்றலாம்,Gallbladder can be removed by operation,body,corpus_sourashtradictionary
மூது3 கொ2ள்டி,moodu khoLTi,மூத்திரப்பை,Bladder,மூது3 கொ2ள்டிம் தெ3ய்டொ3 ர்ஹியெத் து3ன்னொ ஜீவ் ஜேட3ய்,moodu khoLTim deyDo rhiyet dunno jeev jEDay,சிறுநீர்ப்பையில் கல் இருந்தால் வலி உயிர் போகும்,A stone in the bladder can cause killing pain,body,corpus_sourashtradictionary
அந்த்ரொ,antro,குடல்,Intestine,"ந்ஹன்ன அந்த்ரொ, ரமாரமி 20 பவுல் லம்பு3 ர்ஹாயி","nhanna antro, ramaarami 20 pavul lambu rhaayi",சிறுகுடல் சுமார் 20 அடி நீளம் இருக்கும்,The small intestine is about 20 feet long,body,corpus_sourashtradictionary
போட்பு2கி3,pOTphugi,வாய்வு,Flatulence,கென்னு க2யெத் போட்பு2கி3 ஹிம்ஸொ அவயி,kennu khayet pOTphugi himso avayi,மொச்சைப்பயறு சாப்பிட்டால் வாயுத்தொல்லை ஏற்படும்,Eating beans can cause flatulence,body,corpus_sourashtradictionary
ஜீர்ணு,jeerNu,"செரிமானம், ஜீரணம்",Digestion,பில்லல்னுக் ஜீர்ணு ஹோத்தக் ஹிங்கு3 பனி தெ3வாயி,pillalnuk jeerNu hOttak hinggu pani devaayi,குழந்தைகளுக்கு ஜீரணம் ஆக பெருங்காய தண்ணீர் கொடுக்கலாம்,Asafoetida water can be given to children for digestion,body,corpus_sourashtradictionary
அஜீர்ணு,ajeerNu,"செரிக்காமை, அஜீரணம்",Indigestion,போட் து3ன்னாக் காரணொ அஜீர்ணுகன் ர்ஹவாய்,pOT dunnaak kaaraNo ajeerNukan rhavaay,வயிற்று வலிக்கு காரணம் அஜீரணமாக இருக்கலாம்,Indigestion may be the cause of stomach pain,body,corpus_sourashtradictionary
பொ4ம்பி3,bhombi,தொப்புள்,Naval,போடு3ம் ஸேத்தெ பில்லாக் க2வ்னம் பொ4ம்பி3 நாள் வாட் அப்3ப3ஸு,pODum sEtte pillaak khavnam bhombi naaL vaaT abbasu,வயிற்றில் இருக்கும் குழந்தைக்கு உணவு தொப்புள் கொடி மூலம் கிடைக்கிறது,The baby in the womb receives food through the umbilical cord,body,corpus_sourashtradictionary
பொ3ஜ்ஜெ,bojje,தொப்பை,"Tummy, Belly",கா2த்தெயொ காய் உன்னொ கெரெத் மெல்லி பொ3ஜ்ஜெ உன்னொ பொட3ரனி,khaatteyo kaay unno keret melli bojje unno poDarani,சாப்பாட்டை எவ்வளவு குறைத்தாலும் தொப்பை குறையவில்லை,"No matter how much I cut down on food, the belly didn't go down",body,corpus_sourashtradictionary
லாம்த்4ரி,laamdhri,தொப்பை,"Tummy, Belly",விநாயிக் ம்ஹொட்டொ லாம்த்4ரி ஸே,vinaayik mhoTTo laamdhri sE,விநாயகருக்கு பெரிய தொப்பை உள்ளது,Ganesha has a big belly,body,corpus_sourashtradictionary
ஹட்3காபொலொ,haDkaapolo,"எலும்புக்கூடு, வரிவடிவம்","Skeleton, Sketch",ஆங்கு3 ககொ3 இஸொ ஹட்3காபொலொகன் ஸேத்தெ?,aanggu kago iso haDkaapolokan sEtte?,உடல் ஏன் இப்படி எலும்புக்கூடாக இருக்கிறது?,Why is the body so skeletal?,body,corpus_sourashtradictionary
மடி3,maDi,மடி,Lap,பில்லாக் மடி3ம் பி3ஸல்லி கெ2னி ஸங்கு3வொ,pillaak maDim bisalli kheni sangguvo,குழந்தையை மடியில் உட்கார வைத்து கதை சொல்லுங்கள்,Sit the child on the lap and tell the story,body,corpus_sourashtradictionary
அங்கு,angku,மடி,Lap,ஈஸ்புரு அங்கு ஹோர் முருக3ன் பி3ஸி ஸே,eespuru angku hOr murugan bisi sE,சிவபெருமான் மடி மீது முருகன் அமர்ந்துள்ளார்,Murugan is sitting on Lord Shiva's lap,body,corpus_sourashtradictionary
ஊரு,uuru,தொடை,Thigh,தொ3ங்க3ர் ஹிங்கெ3ஹால் ஊரு து3க்காரஸ்,donggar hinggehaal uuru dukkaaras,மலை ஏறியதால் தொடை வலிக்கிறது,Thigh hurts from climbing a hill,body,corpus_sourashtradictionary
பாஞி,paanji,கால்,Leg,முயிக்3 கெ3ளொகின் பாஞின் லம்பு3 ஸே,muyig geLokin paanjin lambu sE,ஒட்டகத்தின் தலையும் கால்களும் நீளமாக உள்ளன,The camel's head and legs are long,body,corpus_sourashtradictionary
பாய்ஞ்,paaynj,கால்,Leg,ஹாத் பாய்ஞ் தொ2வ்லி கோ3 ர்ஹானாயா?,haat paaynj thovli gO rhaanaayaa?,கையை காலை வைத்துக் கொண்டு சும்மா இருக்க மாட்டாயா?,Can't you sit idly by with your hands and legs?,body,corpus_sourashtradictionary
கு3ட்3கொ3,guDgo,"முட்டி, முழங்கால்",Knee,சலெதீ3ஸ் கு3ட்3கொ3 து3க்காரஸ்,caledees guDgo dukkaaras,நடந்தாலே முழங்கால் வலிக்கிறது,Knee hurts even when walking,body,corpus_sourashtradictionary
கூ4ட் க4ல்லத்தெ,ghooT ghallatte,முழங்கால்களைக் கட்டிக்கொள்ளுதல்,Hugging Knees,கூ4ட் க4ல்லி கோ3 பி3ஸி ர்ஹியெத் காய் லாப்?,ghooT ghalli gO bisi rhiyet kaay laap?,முழங்கால்களைக் கட்டிக்கொண்டு சும்மா உட்கார்ந்திருந்தால் என்ன பயன்?,What is the point of sitting idle hugging knees?,body,corpus_sourashtradictionary
ஜாங்கு,jaangku,கணுக்கால்,Ankle,பாய்ஞ் ஜி2ர்க்கெத்தெமாம் ஜாங்கு இன்ட்கில்லிரெஸ்,paaynj jhirkkettemaam jaangku inTkillires,கால் வழுக்கியதால் கணுக்கால் சுளுக்கு ஏற்பட்டது,A sprained ankle resulted from a slip of the foot,body,corpus_sourashtradictionary
பொங்கு3,ponggu,"புறங்கால், பின்னங்கால்",Hindfoot,தெனொ பொங்கு3 பொ3ஞ்சும் லக3த்திஸொ த4மெஸி,teno ponggu bonjcum lagattiso dhamesi,அவன் பின்னங்கால்கள் பிடரியில் பட ஓடினான்,He ran so fast that his hind leg touched his neck,body,corpus_sourashtradictionary
பலடி,palaTi,குதிகால்,Heel,தெனொ பலடிக் பி2வ்ரிலிகின் சலிஸி,teno palaTik phivrilikin calisi,அவள் குதிகாலைத் திருப்பிக் கொண்டு நடந்தாள்,She turned on her heel and walked away,body,corpus_sourashtradictionary
கு3ட்3க்3யால்,guDgyaal,குதிகால்,Heel,கெ4த3டு3னுக் கு3ட்3க்3யால் ஸேயா?,ghedaDunuk guDgyaal sEyaa?,கழுதைகளுக்கு குதிகால் உள்ளதா?,Do donkeys have heels?,body,corpus_sourashtradictionary
பலல்,palal,பாதம்,Foot,ராமுடு3 பலல் லகெ3த்தேட் அஸ்கி புனி ஹொய்யொ,raamuDu palal lagettET aski puni hoyyo,ராமரின் பாதம் பட்ட இடமெல்லாம் புனிதமானது,"Wherever Rama's feet touched, it became sacred",body,corpus_sourashtradictionary
ஸோபான்,sOpaan,படி,"Step, Footstep",ர்ஹத்த வத்தோஸீ ஸம்பத்துக் முது3ல்லா ஸோபானொ,rhatta vattOsee sampattuk mudullaa sOpaano,உண்மையே செல்வத்தின் முதல் படி,Truth is the first step of wealth,body,corpus_sourashtradictionary
"பவுல், பௌல்","pavul, paul","அடி, பாதம், காலடி","Feet, Step, Footstep",பா4ரத்வாஸினு ரமாரமிகன் 5 1/2 பவுல் உஞ்சொ ஸே,bhaaratvaasinu ramaaramikan 5 1/2 pavul unjco sE,இந்தியர்கள் சராசரியாக 5 1/2 அடி உயரம் இருக்கிறார்கள்,Indians are on average 5 1/2 feet tall,body,corpus_sourashtradictionary
பகு3ல்,pagul,"அடி, பாதம், காலடி","Feet, Step, Footstep",பகு3லுக் பாஞ்சுவால் தே3 தே3 மெனி மகி3லேத் ஸே,paguluk paanjcuvaal dE dE meni magilEt sE,அடிக்கு ஐந்து தடவை தா தா என கேட்டுக்கொண்டே இருக்கிறான்,He keeps asking to give five times per step,body,corpus_sourashtradictionary
