sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard-kyoto,iast,ipa,meaning_english,meaning_tamil,category,source
ꢮꢣꢶꢔ꣄ꢛꢵꢥꢶ,विदिगञानि,விதி3க்3ஞானி,vadignjaani,vadigJAni,vadigñāni,ʋəd̪ɪgɲɑːn̪ɪ,advocate,வழக்கறிஞர்,Law-and-Order,words
ꢮꢒ꣄ꢒꢷꢭ꣄,वक्कील,வக்கீல்,vakkeel,vakkIl,vakkīl,ʋəkkiːl,advocate,வழக்கறிஞர்,Law-and-Order,words
ꢆꢔ꣄ꢬ ꢒ꣄ꢬꢶꢫꣁ,उग्र क्रिया॑,உக்3ர க்ரியொ,ugra kriyo',ugra kriyO,ugra kriyŏ,ugɾə kɾɪjo,violence,வன்முறை,Law-and-Order,words
ꢣꣂꢠꢸ ꢮꢵꢒ꣄,दा॑णु वाक,தோணு வாக்,donu vaak,doNu vAk,doṇu vāk,d̪oːɳu ʋɑːk,statement,வாக்குமூலம்,Law-and-Order,words
ꢃꢣꢵꢬꢸ ꢮꢵꢗꢸ,आदारुवाचु,ஆதா3ரு வாசு,aadaaru vaachu,AdAru vAcu,ādāru vācu,ɑːd̪ɑːɾu ʋɑːt͡ʃu,statement,வாக்குமூலம்,Law-and-Order,words
ꢮꢵꢣꢶ,वादि,வாதி3,vaadi,vAdi,vādi,ʋɑːd̪ɪ,plaintiff,வாதி,Law-and-Order,words
ꢧꢶꢬ꣄ꢮ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,फिरिवि खल्लस्ते,பி2ர்வி கள்ளஸ்தே,phirva khal'l'aste',phirva khaLLastE,phirva khal̤l̤astĕ,pʰɪɾʋə kʰəɭɭəs̪t̪e,withdrawal,வாபஸ்,Law-and-Order,words
ꢮꢵꢦꢱ꣄ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,वापस खल्लस्ते,வாபஸ் க2ள்ளஸ்தே,vaapas khal'l'aste',vApas khaLLastE,vāpas khal̤l̤astĕ,ʋɑːpəs̪ kʰəɭɭəs̪t̪e,withdrawal,வாபஸ்,Law-and-Order,words
ꢒꣀꢣꢸ ꢦꢡ꣄ꢬꣁ,कैदु पत्रा॑,கைது3 பத்ரொ,kaidu patro',kaidu patrO,kaidu patrŏ,kəɪd̪u pət̪ɾo,warrant,வாரண்டு,Law-and-Order,words
ꢮꢶꢗꢵꢬꢠꣁ,विचारणा॑,விசாரணொ,vichaarano',vicAraNO,vicāraṇŏ,ʋɪt͡ʃɑːɾəɳo,enquiry,விசாரணை / விசாரிப்பு,Law-and-Order,words
ꢩꢬꢵꢜ ꣄ꢱꣁꢞ꣄ꢥꢶ,भराट् सा॑ड्नि,ப4ராட்ஸொட்3னி,bharaat'a so'd'ni,bharATa sODni,bharāṭa sŏḍni,bʰəɾɑːʈə s̪oɖn̪ɪ,release,விடுதலை,Law-and-Order,words
ꢥꢶꢫꢪꣁ,नियमा॑,நியமொ,niyamo',niyamO,niyamŏ,n̪ɪjəmo,rule,விதி,Law-and-Order,words
ꢨꢥ꣄ꢤ꣄,बन्ध,ப3ந்த்4,bandh,bandh,bandh,bən̪d̪ʰ,strike,வேலைநிறுத்தம்,Law-and-Order,words
ꢙꢪꢷꢥ꣄,जमीन,ஜமீன்,jameen,jamIn,jamīn,d͡ʒəmiːn̪,bail,ஜாமீன்,Law-and-Order,words
ꢣꢭ꣄ꢭꣁ,दल्ला॑,த3ல்லொ,dallo',dallO,dallŏ,d̪əllo,male,ஆண்,Age-and-Growth-Stages,words
ꢙꢾꢥꣁ,ज॑ना॑,ஜெனொ,je'no',jEnO,jĕnŏ,d͡ʒen̪o,person,ஆள்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꣁ,जव्णा॑\ना॑ जव्णपन्,ஜவ்ணொ,javno',javNO,javṇŏ,d͡ʒəʋɳo,Youth/ youth stage,இளமை/ இளமைப் பருவம்,Age-and-Growth-Stages,words
ꢥꣁ,यौवना॑,னொ,no',nO,nŏ,n̪o,Youth/ youth stage,இளமை/ இளமைப் பருவம்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢦꢥ꣄,यौवना॑,ஜவ்ணபன்,javnapan,javNapan,javṇapan,d͡ʒəʋɳəpən̪,Youth/ youth stage,இளமை/ இளமைப் பருவம்,Age-and-Growth-Stages,words
ꢫꣃꢮꢥꣁ,यौवना॑,யௌவனொ,yauvano',yauvanO,yauvanŏ,jəuʋən̪o,Youth/ youth stage,இளமை/ இளமைப் பருவம்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꣁ,जव्णा॑,ஜவ்ணொ,javno',javNO,javṇŏ,d͡ʒəʋɳo,young man,இளைஞன்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢶ,जव्णि,ஜவ்ணி,javni,javNi,javṇi,d͡ʒəʋɳɪ,Younger woman,இளையவள்,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꣁ,न्हन्ना॑,ந:ன்னொ,nhanno',nhannO,nhannŏ,n̪ɦən̪n̪o,Younger man,இளையவன்,Age-and-Growth-Stages,words
ꢕꢾꢬ꣄ꢮꢵꢬ꣄,घ॑र्वार,கெ4ர்வார்,ghe'rvaar,ghErvAr,ghĕrvār,gʰeɾʋɑːɾ,pregnancy,கர்ப்பம்,Age-and-Growth-Stages,words
ꢕꢾꢮ꣄ꢬꢵꢬ꣄,घेव्रार,கெ4வ்ரார்,ghe'vraar,ghEvrAr,ghĕvrār,gʰeʋɾɑːɾ,pregnancy,கர்ப்பம்,Age-and-Growth-Stages,words
ꢕꢾꢬ꣄ꢮꢬꢶꢥ꣄,घघ॑र्वरिन,கெ4ர்வரின்,ghe'rvarin,ghErvarin,ghĕrvarin,gʰeɾʋəɾɪn̪,pregnant woman,கர்ப்பிணி,Age-and-Growth-Stages,words
ꢕꢾꢮ꣄ꢬꢬꢶꢥ꣄,घ॑व्ररिन्,கெ4வ்ரரின்,ghe'vrarin,ghEvrarin,ghĕvrarin,gʰeʋɾəɾɪn̪,pregnant woman,கர்ப்பிணி,Age-and-Growth-Stages,words
ꢒꢥ꣄ꢫꣁ,कन्या॑,கன்யொ,kanyo',kanyO,kanyŏ,kən̪jo,virgin­,கன்னி,Age-and-Growth-Stages,words
ꢣꣁꢮ꣄ꢬꣁ,दा॑व्रा॑,தொ3வ்ரொ,do'vro',dOvrO,dŏvrŏ,d̪oʋɾo,old man,கிழவன்,Age-and-Growth-Stages,words
ꢣꣁꢮ꣄ꢬꢶ,दा॑व्रि,தொ3வ்ரி,do'vri,dOvri,dŏvri,d̪oʋɾɪ,old woman,கிழவி,Age-and-Growth-Stages,words
ꢦꢶꢭ꣄ꢭꣁ,पिल्ला॑,பில்லொ,pillo',pillO,pillŏ,pɪllo,young one of birds,குஞ்சு,Age-and-Growth-Stages,words
ꢦꢶꢭ꣄ꢭꣁ,पिल्ला॑,பில்லொ,pillo',pillO,pillŏ,pɪllo,young one of animals,குட்டி,Age-and-Growth-Stages,words
ꢒꢸꢪꢵꢬꣁ,कुमारा॑,குமரொ,kumaaro',kumArO,kumārŏ,kumɑːɾo,unmarried young man,குமரன்,Age-and-Growth-Stages,words
ꢒꢸꢪꢵꢬꢶ,कुमारि,குமரி,kumaari,kumAri,kumāri,kumɑːɾɪ,unmarried young girl,குமரி,Age-and-Growth-Stages,words
ꢥꢴꢸꢒ꣄ꢬꢸ,न्हुक्रु,நு:க்ரு,nhukru,nhukru,nhukru,n̪ɦukɾu,child,குழந்தை,Age-and-Growth-Stages,words
ꢥꢴꢸꢬꢸꢦꢥ꣄,न्हुरुपन्,நு:ருபன்,nhurupan,nhurupan,nhurupan,n̪ɦuɾupən̪,childhood,குழந்தைப் பருவம்,Age-and-Growth-Stages,words
ꢨꢵꢭ꣄ꢫꢦꢥ꣄,बाल्यपन्,பா3ல்யபன்,baalyapan,bAlyapan,bālyapan,bɑːljəpən̪,childhood,குழந்தைப் பருவம்,Age-and-Growth-Stages,words
ꢨꢵꢭ꣄ꢫꢪ꣄,बाल्यम्,பா3ல்யம்,baalyam,bAlyam,bālyam,bɑːljəm,childhood,குழந்தைப் பருவம்,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꢶ,न्हन्नि,ந:ன்னி,nhanni,nhanni,nhanni,n̪ɦən̪n̪ɪ,child­,குழவி,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꢶ,न्हन्नि,ந:ன்னி,nhanni,nhanni,nhanni,n̪ɦən̪n̪ɪ,girl,சிறுமி,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꣁ,न्हन्नो,ந:ன்னொ,nhanno',nhannO,nhannŏ,n̪ɦən̪n̪o,boy,சிறுவன்,Age-and-Growth-Stages,words
ꢦ꣄ꢬꢵꢫꢪ꣄,प्रायम,ப்ராயம்,praayam,prAyam,prāyam,pɾɑːjəm,stage,பருவம்,Age-and-Growth-Stages,words
ꢨꢵꢭꢦ꣄ꢬꢵꢫꢪ꣄,बलप्रायम,பா3லப்ராயம்,baalapraayam,bAlaprAyam,bālaprāyam,bɑːləpɾɑːjəm,young stage,பால பருவம்,Age-and-Growth-Stages,words
ꢨꢵꢳꢸꢥ꣄,बळुन,பா3ளுன்,baal'un,bALun,bāl̤un,bɑːɭun̪,young children,பாலர்,Age-and-Growth-Stages,words
ꢏꢬ꣄ꢱꢸ,आ॑र्सु,ஒர்ஸு,o'rsu,Orsu,ŏrsu,oɾs̪u,"age, stage",பிராயம்,Age-and-Growth-Stages,words
ꢏꢱ꣄ꢱꢸ,आ॑स्सु,ஒஸ்ஸு,o'ssu,Ossu,ŏssu,os̪s̪u,"age, stage",பிராயம்,Age-and-Growth-Stages,words
ꢨꢾꢜ꣄ꢒꢶ,ब॑ट्कि,பெ3ட்கி,be't'ki,bETki,bĕṭki,beʈkɪ,girl,பெண்,Age-and-Growth-Stages,words
ꢂꢳꢶꢶ,अळि,அளி,al'ii,aLii,al̤ii,əɭɪɪ,girl,பெண்,Age-and-Growth-Stages,words
ꢨꢾꢜ꣄ꢒꣁ,ब॑ट्का॑,பெ3ட்கொ,be't'ko',bETkO,bĕṭkŏ,beʈko,boy,பையன்,Age-and-Growth-Stages,words
ꢪꢾꢥꢶꢒ꣄ \ ꢣꢭ꣄ꢭꢒ꣄ꢒꣁ,म॑निक \ दल्लक्का॑,மெனிக்,me'nik \ dallakko',mEnik \ dallakkO,mĕnik \ dallakkŏ,men̪ɪk \ d̪əlləkko,man,மனிதன்,Age-and-Growth-Stages,words
ꢂꢪ꣄ꢪꢒ꣄ꢒꣁ,अम्मक्का॑,அம்மக்கொ,ammakko',ammakkO,ammakkŏ,əmməkko,woman,மனுஷி,Age-and-Growth-Stages,words
ꢪꢵꢥꢸꢰꢪ꣄,मानुषम,மானுஷம்,maanusham,mAnuSam,mānuṣam,mɑːn̪uʂəm,human,மானுடம்,Age-and-Growth-Stages,words
ꢏꢭ꣄ꢞꢶꢥ꣄,आ॑ल्डिन,ஒள்டி3ன்,o'ld'in,OlDin,ŏlḍin,olɖɪn̪,old woman,முதியவள்,Age-and-Growth-Stages,words
ꢏꢭ꣄ꢞꣁ,आ॑ल्डो,ஒள்டொ3,o'ld'o',OlDO,ŏlḍŏ,olɖo,old man,முதியவன்,Age-and-Growth-Stages,words
ꢣꢸꢒ꣄ꢬꣁ,दुक्रा॑,து3க்ரொ,dukro',dukrO,dukrŏ,d̪ukɾo,old age,"முதுமை,மூப்பு",Age-and-Growth-Stages,words
ꢫꢸꢮꢡꢶ,युवति,யுவதி,yuvati,yuvati,yuvati,juʋət̪ɪ,young unmarried girl,யுவதி,Age-and-Growth-Stages,words
ꢫꢸꢮꣁ,युवा॑,யுவொ,yuvo',yuvO,yuvŏ,juʋo,young man,யுவன்,Age-and-Growth-Stages,words
ꢫꢸꢮꢥ꣄,युवन,யுவன்,yuvan,yuvan,yuvan,juʋən̪,young man,யுவன்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢥꢠꢦꢥ꣄,जव्णपन,ஜவ்ணபன்,javnanapan,javnaNapan,javnaṇapan,d͡ʒəʋn̪əɳəpən̪,youth,யெளவனம்,Age-and-Growth-Stages,words
ꢫꣃꢮꢥꢪ꣄,यौवनम,யௌவனம்,yauvanam,yauvanam,yauvanam,jəuʋən̪əm,youth,யெளவனம்,Age-and-Growth-Stages,words
ꢏꢬ꣄ꢱꢸ,आ॑र्सु,ஒர்ஸு,o'rsu,Orsu,ŏrsu,oɾs̪u,age,வயது,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢦ꣄ꢦꢥ꣄,ज्व्णपन,ஜவ்ணபன்,javnappan,javNappan,javṇappan,d͡ʒəʋɳəppən̪,youth stage,வாலிபப் பருவம்,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢡ꣄ꢮꢪ꣄,जव्णत्वम,ஜவ்ணத்வம்,javnatvam,javNatvam,javṇatvam,d͡ʒəʋɳət̪ʋəm,youth,வாலிபம்,Age-and-Growth-Stages,words
ꢧꣀꢭ ꢦ꣄ꢬꢣꢬ꣄ꢰꢥꣁ,फैल प्रदर्षना॑,பை2ல ப்ரத3ர்ஷனொ,phaila pradarshano',phaila pradarSanO,phaila pradarṣanŏ,pʰəɪlə pɾəd̪əɾʂən̪o,debut / maiden performance,அரங்கேற்றம்,Music,words
ꢲꢬꢶꢓꢾꢡꣁ,हरिख॑ता॑,ஹரிகெ2தொ,harikhe'to',harikhEtO,harikhĕtŏ,ɦəɾɪkʰet̪o,religious discourse with narration,அரிகதை,Music,words
ꢦꢸꢬꢵꢡꢥꢮꢱ꣄ꢡꢸ ꢦ꣄ꢬꢣꢬ꣄ꢰꢶꢥꢶ,पुरातन वस्तु प्रदर्षिनि,புராதன வஸ்து ப்ரத3ர்ஷினி,puraatanavastu pradarshini,purAtanavastu pradarSini,purātanavastu pradarṣini,puɾɑːt̪ən̪əʋəs̪t̪u pɾəd̪əɾʂɪn̪ɪ,museum,அரும்பொருட்காட்சியகம்,Music,words
ꢥꢵꢗꢸ,नाचु,நாசு,naachu,nAcu,nācu,n̪ɑːt͡ʃu,dance,ஆட்டம்,Music,words
ꢥꢜꢥꢪ꣄,नटनम,நடனம்,nat'anam,naTanam,naṭanam,n̪əʈən̪əm,dance,ஆட்டம்,Music,words
ꢱꢖ꣄ꢔꢷꢡ꣄,सङगीत्,ஸங்கீ3த்,sangeet,saGgIt,saṅgīt,s̪əŋgiːt̪,music,இசை,Music,words
ꢱꢖ꣄ꢔꢷꢡꢸ ꢮꣀꢩꢮ꣄,सङगीतु वैभव,ஸங்கீ3துவைப4வ்,sangeetu vaibhav,saGgItu vaibhav,saṅgītu vaibhav,s̪əŋgiːt̪u ʋəɪbʰəʋ,musical concert,இசைநிகழ்ச்சி,Music,words
ꢱꢶꢖ꣄ꢒꢵꢬ꣄ꢭꢶꢥꢶ,सिङकार्लिनि,ஸிங்க3ர்லினி,sinkaarlini,siGkArlini,siṅkārlini,s̪ɪŋkɑːɾlɪn̪ɪ,make up,ஒப்பனை,Music,words
ꢍꢒꢵꢖ꣄ꢒꢶ ꢥꢜ꣄ꢒꢪ꣄,एकाङ्कि नट्कम,ஏகாங்கி நட்கம்,ekaanki nat'kam,ekAGki naTkam,ekāṅki naṭkam,eːkɑːŋkɪ n̪əʈkəm,one act play,ஓரங்கநாடகம்,Music,words
ꢱꢨ꣄ꢣꢸ ꢦ꣄ꢬꢒꢵꢱꢸ ꢣꢬ꣄ꢰꢥꣁ,सब्दुप्रकाषु दर्षना॑,ஸப்3து3 ப்ரகாஷு த3ர்ஷனொ,sabdu prakaasu darshano',sabdu prakAsu darSanO,sabdu prakāsu darṣanŏ,s̪əbd̪u pɾəkɑːs̪u d̪əɾʂən̪o,music and light programme,ஒலி ஒளிக்காட்சி,Music,words
ꢱꢨ꣄ꢣꢸꢔꢸꢠ꣄ꢮꢶ,सब्दु गुण्वि,ஸப்3து3கு3ண்வி,sabdugunvi,sabduguNvi,sabduguṇvi,s̪əbd̪uguɳʋɪ,loudspeaker,ஒலிப்பெருக்கி,Music,words
ꢗꢶꢡ꣄ꢬꢸ,चित्रु,சித்ரு,chitru,citru,citru,t͡ʃɪt̪ɾu,painting,ஓவியம்,Music,words
ꢱꢖ꣄ꢔꢷꢡ ꢮꣀꢩꢮ꣄,सङ्गीत वैभव,ஸங்கீ3த வைப4வ்,sangeeta vaibhav,saGgIta vaibhav,saṅgīta vaibhav,s̪əŋgiːt̪ə ʋəɪbʰəʋ,concert,கச்சேரி,Music,words
ꢒꢷꢡꢸꢱ꣄ꢬꢸꢡꢶ,गीतुस्रुति,கீ3துஸ்ருதி,keetusruti,kItusruti,kītusruti,kiːt̪us̪ɾut̪ɪ,pitch,கட்டை,Music,words
ꢔꢮ꣄ꢥꢶꢱ꣄ꢢꢵꢥ꣄,गव्निस थान,க3வ்னி ஸ்தா2ன்,gavnisthaan,gavnisthAn,gavnisthān,gəʋn̪ɪs̪t̪ʰɑːn̪,pitch,கட்டை,Music,words
ꢱ꣄ꢡꢵꢥꢦ꣄ꢬꢫꢡ꣄ꢥꣁ,स्तानप्रयत्ना॑,ஸ்தானப்ரயத்னொ,staanaprayatno',stAnaprayatnO,stānaprayatnŏ,s̪t̪ɑːn̪əpɾəjət̪n̪o,pitch,கட்டை,Music,words
ꢪꣂꢜꢶ ꢮꢶꢡ꣄ꢡꢾ,मोटिवित्त॑,மோடி3வித்தெ,mot'i vitte',moTi vittE,moṭi vittĕ,moːʈɪ ʋɪt̪t̪e,magic,கண்கட்டு வித்தை,Music,words
ꢒꢭꢵ,कला,கலொ,kalaa,kalA,kalā,kəlɑː,art,கலை,Music,words
ꢒꢭꢵꢒꢵꢬ꣄,कलाकार्,கலாகார்,kalaakaar,kalAkAr,kalākār,kəlɑːkɑːɾ,artiste,கலைஞன்,Music,words
ꢒꢵꢒ꣄ꢰꢶ,काक्षि,காக்ஷி,kaakshi,kAkSi,kākṣi,kɑːkʂɪ,scene,காட்சி,Music,words
ꢔ꣄ꢬꢵꢪꢶꢫ ꢥꢵꢗꢸ,ग्रामिय नाचु,க்3ராமிய நாசு,graamiya naachu,grAmiya nAcu,grāmiya nācu,gɾɑːmɪjə n̪ɑːt͡ʃu,a folk dance,கிராமிய நடனம்,Music,words
ꢙꢾꢡꣁꢪꢶꢳꢶ ꢓꢳꢥ꣄ꢥꢵꢗꢸ,जेतोमिळि खळन्नाचु,ஜெதொமிளி க2ளந்நாசு,je'to'mil'i khal'annaachu,jEtOmiLi khaLannAcu,jĕtŏmil̤i khal̤annācu,d͡ʒet̪omɪɭɪ kʰəɭən̪n̪ɑːt͡ʃu,a group dance,கும்மி,Music,words
ꢪꢭ꣄ꢭꢫꢸꢣ꣄ꢣꢸ,मल्लयुद्दु,மல்லயுத்3து3,mallayuddu,mallayuddu,mallayuddu,məlləjud̪d̪u,wrestling,குஸ்தி,Music,words
ꢥꢵꢗꢸ,नाचु,நாசு,naachu,nAcu,nācu,n̪ɑːt͡ʃu,a folk dance,கூத்து,Music,words
ꢥꢵꢗꢸ ꢓꣁꢜ꣄ꢜꣁ,नाचुखा॑ट्टा॑,நாசுகொ2ட்டொ,naachu kho't't'o',nAcu khOTTO,nācu khŏṭṭŏ,n̪ɑːt͡ʃu kʰoʈʈo,theatre,கொட்டகை,Music,words
ꢗꢶꢡ꣄ꢬ ꢮꢷꢠꢾ,चित्रवीणा॑,சித்ரவீணொ,chitra veene',citra vINE,citra vīṇĕ,t͡ʃɪt̪ɾə ʋiːɳe,a musical instrument,கோட்டுவாத்தியம்,Music,words
ꢮꢶꢤꢹꢰꢒ꣄,विधूषक्,விதூ4ஷக்,vidhooshak,vidhUSak,vidhūṣak,ʋɪd̪ʰuːʂək,clown,கோமாளி,Music,words
ꢒꣁꢭꢸ ꢓꢵꢭ꣄,कोलु खाल्,கோலுகா2ள்,ko'lu khaal,kOlu khAl,kŏlu khāl,kolu kʰɑːl,a native dance with sticks,கோலாட்டம்,Music,words
ꢱꢸꢕꢞꢶ,सुघडि,ஸுக4டி3,sughad'i,sughaDi,sughaḍi,s̪ugʰəɖɪ,"sound quality, tone",சாரீரம்,Music,words
ꢕꢞꢶ ꢆꢜꢵꢮ꣄,घडि उटाव,க4டி3 உடாவ்,ghad'i ut'aav,ghaDi uTAv,ghaḍi uṭāv,gʰəɖɪ uʈɑːʋ,"sound quality, tone",சாரீரம்,Music,words
ꢗꢶꢡ꣄ꢬꢸ,चित्रु,சித்ரு,chitru,citru,citru,t͡ʃɪt̪ɾu,,,Music,words
ꢗꢾꢠ꣄ꢜꢾ,च॑ण्ट॑,செண்டெ,che'nt'e',cENTE,cĕṇṭĕ,t͡ʃeɳʈe,a drum,செண்டை,Music,words
ꢡꢫꢵꢬ꣄ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,तयार क॑र्नार,தயார் கெர்னார்,tayaar ke'rnaar,tayAr kErnAr,tayār kĕrnār,t̪əjɑːɾ keɾn̪ɑːɾ,producer,தயாரிப்பாளர்,Music,words
ꢡꢫꢵꢬ꣄ꢒꢾꢬ꣄ꢥꢶ,तयार्क॑र्नि,தயார்கெர்னி,tayaarke'rni,tayArkErni,tayārkĕrni,t̪əjɑːɾkeɾn̪ɪ,production,தயாரிப்பு,Music,words
ꢱ꣄ꢮꢩꢵꢰꢥ꣄ ꢍꢒꢵꢥ꣄ꢡꢸ ꢮꢗꢸ,स्वभाषण्,ஸ்வபா4ஷண்,svabhaashan ekaantu vachu,svabhASan ekAntu vacu,svabhāṣan ekāntu vacu,s̪ʋəbʰɑːʂən̪ eːkɑːn̪t̪u ʋət͡ʃu,"monologue, soliloquy",தனிமொழி,Music,words
ꢦꢞꢸꢣꣁ,पडुदा॑,படு3தொ3,pad'udo',paDudO,paḍudŏ,pəɖud̪o,screen,திரை,Music,words
ꢡꢶꢬꢱ꣄ꢒꢾꢬ꣄ꢥꢵꢮ꣄,तिरस्क॑र्नाव,திரஸ்கெர்னாவ்,tiraske'rnaav,tiraskErnAv,tiraskĕrnāv,t̪ɪɾəs̪keɾn̪ɑːʋ,screen,திரை,Music,words
ꢡꢾꢬꢵ ꢭꣁꢱ꣄,त॑रा लोस,தெரா லோஸ்,te'raa lo's,tErA lOs,tĕrā lŏs,t̪eɾɑː los̪,cinema,திரைப்படம்,Music,words
ꢥꢵꢗꢸ ꢓꣁꢜ꣄ꢜꣁ,नाचु खा॑ट्टा॑,நாசு கொ2ட்டொ,naachu kho't't'o',nAcu khOTTO,nācu khŏṭṭŏ,n̪ɑːt͡ʃu kʰoʈʈo,cinema theatre,திரையரங்கம்/ திரையரங்கு,Music,words
ꢲꢵꢱ꣄ꢫꢪ꣄,हास्यम,ஹாஸ்யம்,haasyam,hAsyam,hāsyam,ɦɑːs̪jəm,humour,நகைச்சுவை,Music,words
ꢥꢜ꣄ꢭꣁ,नाचु,நாசு,nat'lo',naTlO,naṭlŏ,n̪əʈlo,dance,நடனம்,Music,words
ꢥꢜ꣄ꢮꣁ,नट्वा॑,நட்வொ,nat'vo',naTvO,naṭvŏ,n̪əʈʋo,actor,நடிகன்,Music,words
ꢥꢜꣁ,नटा॑,நடொ,nat'o',naTO,naṭŏ,n̪əʈo,actor,நடிகன்,Music,words
ꢥꢜ꣄ꢮꢶ,नट्वि,நட்வி,nat'vi,naTvi,naṭvi,n̪əʈʋɪ,actress,நடிகை,Music,words
ꢥꢜꢶ,नटि,நடி,nat'i,naTi,naṭi,n̪əʈɪ,actress,நடிகை,Music,words
ꢥꢗꢶꢥꢶ,नचिनि,நசினி,nachini,nacini,nacini,n̪ət͡ʃɪn̪ɪ,acting,நடிப்பு,Music,words
ꢓꢳ꣄꣄ꢥꢶ ꢥꢵꢗꢸ,खळ्नि नाचु,க2ள்னி நாசு,khal'ni naachu,khaLni nAcu,khal̤ni nācu,kʰəɭn̪ɪ n̪ɑːt͡ʃu,dance drama,நாட்டியநாடகம்,Music,words
ꢥꢗꢥ ꣄ꢥꢵꢗꢸ,नचन्नाचु,நசன்நாசு,nachana naachu,nacana nAcu,nacana nācu,n̪ət͡ʃən̪ə n̪ɑːt͡ʃu,dance,நாட்டியம்,Music,words
ꢥꢜꢥ ꢥꢵꢗꢸ,नटन नाचु,நடன நாசு,nat'ana naachu,naTana nAcu,naṭana nācu,n̪əʈən̪ə n̪ɑːt͡ʃu,dance,நாட்டியம்,Music,words
ꢥꢵꢣꢸ,नादु,நாது3,naadu,nAdu,nādu,n̪ɑːd̪u,harmony,நாதம்,Music,words
ꢥꢱꢸꢬꢵꢭ꣄,नसुराल्,நஸுரால்,nasuraal,nasurAl,nasurāl,n̪əs̪uɾɑːl,a pipe musical instrument,நாதஸ்வரம் / நாயனம்,Music,words
ꢥꢷꢞꢵ ꢭꣂꢱ꣄,नीडा लोस,நீடா3லோஸ்,need'aa los,nIDA los,nīḍā los,n̪iːɖɑː loːs̪,photograph,நிழற்படம்,Music,words
ꢭꢭꢶꢡ ꢒꢭꣁ,ललित कला॑,லலிதகலொ,lalita kalo',lalita kalO,lalita kalŏ,ləlɪt̪ə kəlo,fine arts,நுண்கலை,Music,words
ꢮꢶꢮꢵꢣꢸ ꢱꢣꢱ꣄,विवादु सदस्,விவாது3ஸத3ஸ்,vivaadu sadas,vivAdu sadas,vivādu sadas,ʋɪʋɑːd̪u s̪əd̪əs̪,debate,பட்டிமன்றம்,Music,words
ꢩꢬꢡ ꢥꢵꢜ꣄ꢫꣁ,भरत नाट्या॑,ப4ரதநாட்யொ,bharata naat'yo',bharata nATyO,bharata nāṭyŏ,bʰəɾət̪ə n̪ɑːʈjo,bharatnatyam,பரத நாட்டியம்,Music,words
ꢪꢸꢭ꣄ꢭꢮꢶ,मुल्लवि,முல்லவி,mullavi,mullavi,mullavi,mulləʋɪ,the first stanza of a musical composition,பல்லவி,Music,words
ꢩꢮ꣄ꢣꢸꢭ꣄,भव्दुल्,ப4வ்து3ல்,bhavdul,bhavdul,bhavdul,bʰəʋd̪ul,musician,பாகவதர்,Music,words
ꢔꢷꢜ꣄,गीत्,கீ3த்,geet',gIT,gīṭ,giːʈ,song,பாட்டு,Music,words
ꢔꢮ꣄ꢥ ꢶꢮꣀꢩꢮ꣄,गव्नि वैभव,க3வ்னி வைப4வ்,gavna ivaibhav,gavna ivaibhav,gavna ivaibhav,gəʋn̪ə ɪʋəɪbʰəʋ,vocal concert,பாட்டுக் கச்சேரி,Music,words
ꢔꢷꢡꢸ ꢮꣀꢩꢮ꣄,गीतु वैफैव्,கீ3து வைப4வ்,geetu vaibhav,gItu vaibhav,gītu vaibhav,giːt̪u ʋəɪbʰəʋ,vocal concert,பாட்டுக் கச்சேரி,Music,words
ꢔꢮ꣄ꢥꢵꢬ꣄,गव्नार्,க3வ்னார்,gavnaar,gavnAr,gavnār,gəʋn̪ɑːɾ,singer,பாடகன்,Music,words
ꢔꢷꢡꢶ,गीति,கீ3த்,geeti,gIti,gīti,giːt̪ɪ,song,பாடல்,Music,words
ꢱꢥꢵꢬ꣄,सनार्,ஸனார்,sanaar,sanAr,sanār,s̪ən̪ɑːɾ,spectator,பார்வையாளர்,Music,words
ꢮꢫꢭꢶꢥ꣄,वयलिन्,வயலின்,vayalin,vayalin,vayalin,ʋəjəlɪn̪,fiddle,பிடில்,Music,words
