source,target
ꢥꢱꢸꢬꢵꢭ꣄,நாதஸ்வரம் / நாயனம்
ꢥꢷꢞꢵ ꢭꣂꢱ꣄,நிழற்படம்
ꢭꢭꢶꢡ ꢒꢭꣁ,நுண்கலை
ꢮꢶꢮꢵꢣꢸ ꢱꢣꢱ꣄,பட்டிமன்றம்
ꢩꢬꢡ ꢥꢵꢜ꣄ꢫꣁ,பரத நாட்டியம்
ꢪꢸꢭ꣄ꢭꢮꢶ,பல்லவி
ꢩꢮ꣄ꢣꢸꢭ꣄,பாகவதர்
ꢔꢷꢜ꣄,பாட்டு
ꢔꢮ꣄ꢥ ꢶꢮꣀꢩꢮ꣄,பாட்டுக் கச்சேரி
ꢔꢷꢡꢸ ꢮꣀꢩꢮ꣄,பாட்டுக் கச்சேரி
ꢔꢮ꣄ꢥꢵꢬ꣄,பாடகன்
ꢔꢷꢡꢶ,பாடல்
ꢱꢥꢵꢬ꣄,பார்வையாளர்
ꢮꢫꢭꢶꢥ꣄,பிடில்
ꢥꢷꢞꢵ ꢭꣂꢱ,புகைப்படம்
ꢮꢿꢠꢸ,புல்லாங்குழல்
ꢮꢱ꣄ꢡꢸ ꢦ꣄ꢬꢡꢬ꣄ꢰꢶꢠꢷ,பொருட்காட்சி
ꢒꢵꢭꢒ꣄ꢰꢿꢦꢸ,பொழுதுபோக்கு
ꢣꢶꢥ꣄ꢥꢸ ꢔꢪ꣄ꢞꢶꢥꢶ,பொழுதுபோக்கு
ꢣꣂꢠ꣄ꢞꣁ,மத்தளம்
ꢪꢾꢣ꣄ꢣꢳ꣄,மிருதங்கம்
ꢥꢔꢬꣁ,முரசு
ꢭꢕꢸ ꢱꢖ꣄ꢔꢷꢡ꣄,மெல்லிசை
ꢪꢛ꣄ꢗ꣄,மேடை
ꢗꢾꢥ꣄ꢣꢸꢬ꣄ ꢬꢴꢾꢜꣁ,ரங்கராட்டினம்
ꢬꢱꢶꢒꣁ,ரசிகன்
ꢬꢵꢔ꣄,ராகம்
ꢮꢗꢥ꣄,வசனம்
ꢨꢠꢵꢭꢸ ꢮꢾꢞꢶꢒ꣄,வாணவேடிக்கை
ꢮꢮ꣄ꢙꢶꢥꢶ ꢮꢵꢣ꣄ꢫꣁ,வாத்திய இசை
ꢂꢒꢵꢱꢸ ꢤ꣄꣄ꢮꢥꢶ,வானொலிப்பெட்டி
ꢮꢶꢡ꣄ꢡꢾ,வித்தை
ꢮꢷꢠꢾ,வீணை
ꢮꢾꢞꢶꢒ꣄,வேடிக்கை
ꢓꢿꢳ꣄꣄,வேடிக்கை
ꢓꢾꢭ꣄ꢭꢭ꣄,வேடிக்கை
ꢱ꣄ꢮꢬꣁ,ஸ்வரம்
ꢆꢦ꣄ꢨꢸवꣁ,அத்திப்பழம்
ꢧꣁꢥ꣄ꢥꢶꢱꢸ ꢦꣁ꣄ꢳ꣄ꢳꣁ,அயினிச் சக்கை
ꢚꢵꢞꢸꢦꣁꢳ꣄ꢳꣁ,அன்னாசி
ꢃꢦ꣄ꢦꢳ꣄,ஆப்பிள்
ꢃꢬꢛ꣄ꢙꢶ,ஆரஞ்சு
ꢨꣂꢬꢸ ꢦꣁꢳ꣄ꢳꣁ,இலந்தைப் பழம்
ꢦꢾꢬ꣄ꢗ꣄ꢗꢪ꣄ꢦꣁꢳ꣄ꢳꣁ,ஈச்சம் பழம்
ꢗꢶꢦ꣄ꢦꣁ,கொட்டங்கச்சி
ꢒꣁꢜ꣄ꢜꢾ,கொட்டை
ꢗꢦ꣄ꢦꣂꢜ꣄ꢜꢵ,சப்போட்டா
ꢱꢷꢡꢵ ꢦꣁꢳ꣄ꢳꣁ,சீதாப் பழம்
ꢒꢷꢡ꣄,சுளை
ꢡꢒ꣄ꢒꢵꢳꢶ,தக்காளி
ꢣꢬ꣄ꢨꢹꢱ꣄,தர்பூசணி
ꢡꢶꢬꢵꢒ꣄ꢰꣁ,திராட்சை
ꢡꣁꢮ꣄ꢞꣁ,தோல்
ꢣꣁꢬꢶ,நார்
ꢥꢵꢬꣁ,நார்
ꢮꢷꢜ꣄,நார்த்தங்காய்
ꢙꢾꢪ꣄ꢨꢸ ꢦꣁꢳ꣄ꢳꣁ,நாவல் பழம்
ꢱꢸꢒ꣄ꢒꢾꢥꢬꢳ꣄,நெற்று
ꢥꢿꢥ꣄ꢣꢶꢬꢪ꣄ ꢒꢾꢳꣁ,நேந்திரம் பழம்
ꢦꢦ꣄ꢦꢵꢳꢶ,பப்பாளி
ꢡꢵꢞꢶ ꢦꣁꢳ꣄ꢳꣁ,பனம்பழம்
ꢦꢶꢥ꣄ꢣ ꢦꣁꢪ꣄ꢨꢸꢳ ꢦꣁꢳ꣄ꢳꣁ,பிஞ்சு
ꢩꢿꢬꢶꢒꢫ꣄ꢭꣁ,பேரிக்காய்
ꢣꢜꢶꢪ꣄ꢦꣁꢳ꣄ꢳꣁ,மாதுளை
ꢒꢗ꣄ꢗꢪ꣄ꢨꢵ ꢨꣁꢳ꣄ꢳꣁ,மாம்பழம்
ꢪꢸꢥ꣄ꢡꢶꢬꢶ,முந்திரி
ꢪꢸꢥ꣄ꢡꢶꢬꢶꢒ꣄ ꢒꣁꢜ꣄ꢜꢾ,முந்திரிக் கொட்டை
ꢒꢾꢳꣁ,வாழைப்பழம்
ꢮꢳ꣄ꢒꢵ ꢦꣁꢳ꣄ꢳꣁ,வெள்ளரிப்பழம்
ꢂꢨ꣄ꢨꢸꢥꢵ,கிடைக்காது
ꢙꢸꢠ꣄ꢠꢵ,கிடைக்காது
ꢂꢨ꣄ꢨꢫ꣄,கிடைக்கும்
ꢙꢸꢞꣀ,கிடைக்கும்
ꢥꢴꢷ,கிடையாது
ꢒꢳꢵꢥꢵ,தெரியாது
ꢒꢳꢵꢫ꣄,தெரியும்
ꢏꢦ꣄ꢦꢵꢥꢵ,பிடிக்காது
ꢏꢦ꣄ꢦꢵꢫ꣄,பிடிக்கும்
ꢮꢶꢮꢬ꣄ꢦꣁꢠ꣄ꢠꢵ,புரியாது
ꢮꢶꢮꢬ꣄ꢦꣁꢞꢫ꣄,புரியும்
ꢧꢸꢬ꣄ꢥꢵ,போதாது
ꢧꢸꢬꢫ꣄,போதும்
ꢪꢸꢱꢸꢥꢵ,முடியாது
ꢯꢾꢒ꣄ꢒꢸꢥꢵ,முடியாது
ꢪꢸꢱꢫ꣄,முடியும்
ꢯꢾꢒ꣄ꢒꢫ꣄,முடியும்
ꢥꣁꢒ꣄ꢒꣁ,வேண்டாம்
ꢦꢙꢾꢥꢴꢷ,வேண்டாம்
ꢦꢙꢾ,வேண்டும்
ꢚꢸꢭ꣄,அட்டை
ꢗꢶꢔ꣄ꢭꣁ,அணில்
ꢱꢪ꣄ꢗꢳꢶ,அரணை
ꢱꢱꢬ꣄ꢦꢵꢛ꣄ꢚꢸꢭ꣄,ஆயிரங்கால் அட்டை
ꢔꣁꢬꢸ ꢒꢵꢥꢸꢪ꣄ ꢒꢶꢞꣁ,இரைப்பூச்சி
ꢆꢱꢸ ꢆꢱꢵꢭꢾ,ஈசல்
ꢚꢸꢬꢸ,உண்ணி
ꢪꢸꢖ꣄ꢔꢶ,எறும்பு
ꢲꢸꢥ꣄ꢣꢶꢬ꣄,எலி
ꢱꢬꢳ꣄,ஓணான்
ꢗꢵꢜꣁ,கட்டெறும்பு
ꢔꢥ꣄ꢤꣁꢭꢶ,கடந்தை
ꢔꢾꢥ꣄ꢤꢭ꣄,கடந்தை
ꢒꢖ꣄ꢒꢶꢞꣁ,கம்பளிப்பூச்சி
ꢨꢥ꣄ꢣꣁ,கரப்பான்பூச்சி
ꢲꢸꢡꢶ,கரையான்
ꢒꢺꢪꢶ,கிருமி
ꢥꢸꢔꢸꢭ꣄,கீரி
ꢥꢒꢸꢭ꣄,கீரி
ꢱꢾꢛ꣄ꢙꢶꢮ꣄,குளவி
ꢦꢶꢱꢸꢳꣁ,கொசு
ꢪꣃꢞꢶ,சிலந்தி
ꢭꢴꣁꢮ꣄ꢮ ꢪꢸꢖ꣄ꢒꢶ,சிற்றெறும்பு
ꢆꢥ꣄ꢣꢶꢬ꣄,சுண்டெலி
ꢒꢸꢜ꣄ꢒꢶ,செள்ளு
ꢱꢸꢠ꣄ꢞꢶ,தட்டான்
ꢩꢾꢬ꣄ꢒꢳꢶ,தவளை
ꢩꢿꢭꢶ,தேரை
ꢮꢶꢛ꣄ꢗꢸ,தேள்
ꢪꣀꢪꢴꢔꢶ,தேனீ
ꢔꢶꢱ꣄ꢳꣁ,நத்தை
ꢔꣁꢬꢪ꣄ꢪꣁ,"பட்டம்பூச்சி, வண்ணத்துப் பூச்சி"
ꢒꣃꢱ꣄ꢒꢶꢞꣁ,பட்டுப்புழு
ꢦꢵꢭꣁ,பல்லி
ꢱꢵꢦ꣄,பாம்பு
ꢂꢥ꣄ꢣꢸ,புத்தகப்புழு
ꢒꢶꢞꣁ,புழு
ꢑꢳꢶ,புற்று
ꢂꢨ꣄ꢨꢸ,பூச்சி
ꢔꣂꢪ꣄ꢨꢾ,பூரான்
ꢙꢹꢪ꣄,பேன்
ꢱꢶꢣ꣄ꢣꢜ꣄,மண்புழு
ꢙꢶꢙ꣄ꢙꢶꢭ꣄,மின்மினிப்பூச்சி
ꢤꢾꢔꢸꢥꣁ,மூட்டை
ꢦꢶꢖ꣄ꢔꢸ ꢪꢸꢖ꣄ꢔꢶ,மொசறு
ꢃꢳꢶ,வண்டு
ꢢꣂꢳ꣄,விட்டில்
ꢔꣁꢭ꣄ꢭꣁꢬ꣄,வெட்டுக்கிளி
ꢣꣁꢨ꣄ꢨꢶ,அகட்டு
ꢙꢵ,அகல்
ꢒꢹꢔ꣄,அகவு
ꢲꢿꢜ꣄,அகற்று
ꢂꢖ꣄ꢔꢶꢒꢵꢬ꣄,அங்கீகரி
ꢲꢭ꣄ꢭꢵꢜ꣄,அசை
ꢆꢜ꣄ꢔꢵꢜ꣄,அடக்கு
ꢆꢜ꣄ꢔꢶ,அடங்கு
ꢲꢵꢥ꣄,அடி
ꢭꢥ꣄ꢣꢶ,அடு
ꢱꢾꢥ꣄ꢡꢶ,அடுக்கு
ꢙꢷ ꢗꢿꢬ꣄,அடை
ꢚꢵꢔꢶ,அடை
ꢆꢛBꢗꣁ ꢱꢵ,அண்ணார்
ꢕꢭ꣄ꢭꢾ,அணி
ꢧꢶꢬ꣄ꢭꢾ,அணி
ꢪꢴꢮ꣄ꢭꢫꢶ ꢙꢵ,அணை
ꢪꢴꣃꢭꢶ,அணை
ꢒꢨꢶꢭ꣄ꢭꢾ,அணை
ꢭꢾꢔꢸꢡ꣄ꢡ ꢙꢵ,அணுகு
ꢦꢬ꣄ꢮꢒꢿꢬ꣄,அதட்டு
ꢮꢿꢥ꣄ ꢒꢿꢬ꣄,அதிகரி
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸꢦꣂꢜ꣄,அதிசயி
ꢂꢣꢶꢬ꣄,அதிர்
ꢂꢦ꣄ꢦꢶꢭꢾ,அப்பு
ꢚꢾꢜ꣄ꢦꢶꢭꢾ,அபகரி
ꢱꣃꢔꢭ ꢒꢿꢬ꣄,அபிநயி
ꢨꢷꢱ꣄,அமர்
ꢨꢹꢜ꣄,அமிழ்
ꢨꢸꢣꢵꢜ꣄,அமிழ்த்து
ꢂꢪ꣄ꢒꢶ,அமுக்கு
ꢂꢪ꣄ꢒꢫꢶ ꢬꢴꢵ,அமுங்கு
ꢱꢾꢥ꣄ꢡꢶ ꢢꣂꢮ꣄,அமை
ꢱꢾꢥ꣄ꢡꢫꢶꢬꢴꢵ,அமை
ꢲꢹꢖ꣄ꢔꢶꢤꢹꢭ꣄,அயர்
ꢓꢮ꣄ꢙꢸꢭꢾ,அரி
ꢤꢵꢒ꣄ꢕꢵꢭ꣄,அரட்டு
ꢨꢾꢣꢸꢬꢶ ꢦꣂꢜ꣄,அரள்
ꢣꢸꢒ꣄ꢒꢸꢦꣁꢞ꣄ꢳꢾ,அரற்று
ꢦ꣄ꢬꢵꢬ꣄ꢡꢥꣁꢒꢾꢬ꣄,அர்ச்சி
ꢦꢿ,அருந்து
ꢧꢸꢭꢫꢶꢬꢴꢵ,அரும்பு
ꢂꢫ꣄ꢫꢬꢮ꣄ ꢦꣁꢜ꣄,அருவரு
ꢒ꣄ꢬꢸꢦꣁ ꢒꢾꢬ꣄,அருள்
ꢡꢾꢱꢫꢶ ꢦꣂꢜ꣄,அரை
ꢭꢸꢨ꣄ꢨꢶ,அரை
ꢂꢭꢖ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,அலங்கரி
ꢲꢭ꣄ꢭꢵꢜ꣄,அலங்கு
ꢂꢭ꣄ꢗꢶ,அலசு
ꢯ꣄꣄ꢭꢵꢕꢠꢒꢾꢬ꣄ꢭꢿ,அலட்டு
ꢤꢹꢮ꣄,அலம்பு
ꢩꢮꢵꢜ꣄ꢡꢵꢫ꣄,அலறு
ꢭꣂꢭ꣄ ꢦꣂꢜ꣄,அலை
ꢭꣂꢭ꣄ ꢦꣁꢞꢜ꣄,அலை/ அலைக்கழி
ꢱꢶꢬꢳ꣄꣄ꢙꢵꢜ꣄,அலை/ அலைக்கழி
ꢥꢯꢶꢶꢥꢪ꣄ ꢲꣁ,அழி
ꢥꢵꢯꢥꣁ ꢲꣁ,அழி
ꢥꢯꢶꢶꢥꢪ꣄ ꢒꢿꢬ꣄,அழி
ꢱꢶꢙ꣄ꢮꢶ,அவி
ꢱꢶꢮ꣄ꢙꢶ,அவி
ꢱꣁꢮ꣄ꢞꢶ,அவிழ்
ꢬꣂꢜ꣄,அழு
ꢪꢸꢬ꣄ꢔꢶ,அழுகு
ꢪꢸꢬ꣄ꢔꢫꢶꢙꢵ,அழுகு
ꢂꢪ꣄ꢒꢫꢶꢙꢵ,அழுந்து
ꢨꣂꢮ꣄,அழை
ꢮꢵꢬ꣄,அள்ளு
ꢪꣂꢮ꣄,அள
ꢪꣁꢮ꣄ꢙꢶ,அள
ꢣꢿ,அளி
ꢒꢮ꣄ꢭꢶ,அளை
ꢒꢳꣀꢭꢾ,அறி
ꢒꢜꢫꢶꢙꢵ,அறு
ꢒꢵꢜ꣄,அறு
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,அறை
ꢤꢵꢥꢸꢒ꣄ꢙꢵ,அனுசரி
ꢂꢥꢸꢱꢬꢶ,அனுசரி
ꢤꢜ꣄ꢞꢾ,அனுப்பு
ꢂꢥꢸꢨꢮꢶꢛ꣄ꢗꢶ,அனுபவி
ꢦꣁꢥ꣄ꢣꢶ,அனுபவி
ꢇꢲꢪ꣄ ꢒꢿꢬ꣄,அனுமானி
ꢃꢒ꣄ꢬꢪꣁ ꢒꢿꢬ꣄,ஆக்கிரமி
ꢲꣁꢮꢵꢜ꣄,ஆக்கு
ꢲꣂ,ஆகு
ꢃꢯꢶꢬ꣄ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,ஆசீர்வதி
ꢃꢒ꣄ꢰꢿꢿꢦꢠꣁ ꢒꢿꢬ꣄,ஆட்சேபி
ꢲꢶꢥ꣄ꢣꢵꢳ꣄,ஆட்டு
ꢥꢵꢗ꣄,ஆடு
ꢓꢵꢭ꣄,ஆடு
ꢃꢣꢬꣁ ꢒꢿꢬ꣄,ஆதரி
ꢂꢣ꣄ꢣꢶꢥꢶ ꢣꢿ,ஆதரி
ꢏꢦ꣄ꢦꢶꢭꢿ,ஆமோதி
ꢂꢬꢸꢪ꣄ꢦꢪ꣄ꢒꢾꢬ꣄,ஆரம்பி
ꢬꢾꢗ꣄ꢗꣁꢡꢵꢫ꣄,ஆரவாரி
ꢣꢷꢬ꣄ꢡ꣄ꢡꢸꢨꢸꢞꢜ꣄,ஆராட்டு
ꢦꢬꢶꢯꣂꢤꢥꣁ ꢒꢿꢬ꣄,ஆராய்
ꢱꢾꢗ꣄ꢗꢶꢭꢿ,ஆலோசி
ꢨꢹꢞ꣄,ஆழ்
ꢨꢸꢞ꣄ꢮꢶ,ஆழ்த்து
ꢱꣀꢱꢶ,ஆள்
ꢥꢶꢮꢵꢜ꣄,ஆற்று
ꢥꢶꢮꢳ꣄ꢳꢾ,ஆறு
ꢤꢸꢮꢿꢰ꣄ ꢒꢿꢬ꣄,இகழ்
ꢗꢾꢬꢶ ꢙꢵ,இசை
ꢱꢸꢡꢶ ꢡꢵꢫ꣄,இசை
ꢢꢾꢜ꣄ꢒꢶ ꢦꣁꢜ꣄,இடறு
ꢦꢸꢜ꣄ꢜꢶ ꢦꣁꢜ꣄,இடி
ꢧꣁꢞꢶꢡꢵꢫ꣄,இடி
ꢢꣂꢮ꣄,இடு
ꢕꢳ꣄ꢳꢿ,இடு
ꢥꢾꢱ꣄ꢒꢶꢭꢶ ꢙꢵ,இடுக்கு
ꢐꢬ꣄ꢦꢸꢒꢾꢬ꣄ꢭꢿ,இணங்கு
ꢗꢿꢬ꣄,இணை
ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,இணை
ꢪꢶꢱ꣄ꢒꢶ,இமை
ꢒꢵꢪ꣄ ꢒꢾꢬꢵꢜ꣄,இயக்கு
ꢤꢪꢵꢜ꣄,இயக்கு
ꢒꢵꢪ꣄ ꢒꢿꢬ꣄,இயங்கு
ꢤꢵꢪ꣄,இயங்கு
ꢱꢖ꣄ꢔꢶ,இயம்பு
ꢪꢹꢱ꣄,இயல்
ꢆꢬꢸꢮ꣄ ꢒꢿꢬ꣄,இயற்று
ꢐꢬ꣄ꢦ꣄ꢦꢸ ꢒꢾꢬ꣄ꢭꢾ,இயை
ꢩꢷꢔ꣄ ꢪꢵꢫ꣄,இர
ꢣꢫꣁ ꢒꢿꢬ꣄,இரங்கு
ꢱꣁꢪ꣄ꢦꢸ ꢦꣁꢥ꣄ꢣꢶ,இரசி
ꢒꢨꢵꢜ꣄,இரட்சி
ꢬꢒ꣄ꢰꢠꣁꢒꢿꢬ꣄,இரட்சி
ꢣꢷꢮꢜꣁ ꢒꢿꢬ꣄,இரட்டி
ꢬꢴꢵ,இரு
ꢲꢥ꣄ꢣꢵꢬ꣄ ꢦꣂꢜ꣄,இருட்டு
ꢬꢴꢮꢵꢜ꣄,இருத்து
ꢕꣁꢮ꣄ꢭꢶ,இருமு
ꢲꢥ꣄ꢣꢵꢬ꣄ꢒꢥ ꢶꢬꢴꢵ,இருள்
ꢬꢵꢒ꣄ ꢂꢮꢳ꣄ꢳꢾ,இரை
ꢬꢵꢒ꣄ ꢂꢠ꣄ꢭꢿ,இரை
ꢲꢾꢪ꣄ꢦꢶ,இரை
ꢬꢴꢵ,இலங்கு
ꢙꢮꢳ꣄ꢳꢾ,இழ
ꢲꢸꢡ꣄ꢡꢶꢬ꣄,இழி
ꢆꢜ꣄ꢗꢶ,இழு
ꢓꢶꢛ꣄ꢗꢶ,இழு
ꢤꢶꢭ꣄ꢭ ꢬꢴꢵ,இழுகு
ꢒꣁꢪ꣄ꢨꢸꢭꢵꢩꢵꢮ꣄ ꢱꢾꢬ ꢬꢴꢵ,இழை
ꢡꢵꢡ꣄ꢒꢿꢬ꣄,இழை
ꢦꢳ꣄꣄ꢜꣁꢒꢿꢬ꣄,இளக்கு
ꢦꢳ꣄ꢜꣁꢲꣂ,இளகு
ꢣꢵꢡ꣄ꢣꢾꢒ꣄ꢒꢵꢜ꣄,இளி
ꢏꢜ꣄ꢗꢶ,இறு
ꢄꢬ꣄ꢒ꣄ꢒꢶ,இறுக்கு
ꢕꢾꢞꢶ ꢦꣂꢜ꣄,இறுகு
ꢒꢾꢬꢸꢮ꣄ ꢦꣂꢜ꣄,இறுமா
ꢪꣂꢬ꣄,இற
ꢲꢹꢡ꣄ꢡꢸꢬꢵꢜ꣄,இறக்கு
ꢲꢹꢡ꣄ꢡꢶꢬ꣄,இறங்கு
ꢦꢾꢬ꣄ꢦ꣄ꢦꢶ,இறை
ꢱꢾꢥ꣄ꢡꢶ,இறை
ꢒꢾꢛ꣄ꢙꢶ,இறஞ்சு
ꢔꢸꢳ꣄ꢳꢾ ꢬꢴꢵ,இனி
ꢙꣁꢞꢸꢛ꣄ꢗꢶ,ஈட்டு
ꢙꢿꢥ꣄,ஈன்
ꢱꢹꢓꢪ꣄ꢦꣁꢥ꣄ꢣꢶ,உக
ꢬꣂꢜ꣄,உகு
ꢣꣁꢳꢵꢪ꣄ ꢦꢥꢶ ꢱꣂꢜ꣄,உகு
ꢆꢗ꣄ꢗꢵꢬꢠꣁ ꢒꢿꢬ꣄,உச்சரி
ꢲꢸꢞꢵꢜ꣄,உசுப்பு
ꢄꢮꢬ꣄ ꢦꢸꢱꢶꢭꢾ,உசாவு
ꢕꢭ꣄ꢭꢾ,உடு/ உடுத்து
ꢧꢶꢭ꣄ꢭꢾ,உடு/ உடுத்து
ꢧꢸꢜ꣄ꢜꢶ ꢙꢵ,உடை
ꢧꣂꢜ꣄,உடை
ꢓꢵ,உண்
ꢆꢬꢸꢮ꣄ ꢒꢿꢬ꣄,உண்டாக்கு
ꢆꢡ꣄ꢦꢡ꣄ꢡꢶ ꢒꢿꢬ꣄,உண்டாக்கு
ꢱꢹꢒ꣄ꢒꢵꢜ꣄,உலர்
ꢱꢹꢒ꣄ꢒꢶ ꢙꢵ,உலர்
ꢆꢥ꣄ꢳꢾ,உணர்
ꢙꢥ꣄ꢭꢾ,உணர்
ꢆꢥ꣄ꢥꢵꢜ꣄,உணர்
ꢙꢥꢵꢜ꣄,உணர்
ꢤ꣄ꢫꢾꢫꢸ,உத்தேசி
ꢭꢒ꣄ꢰ꣄ꢫꢸ,உத்தேசி
ꢱꢲꢵꢮ꣄ꢒꢿꢬ꣄,உதவு
ꢮꢶꢭꢶꢛ꣄ꢗꢶ,உதறு
ꢆꢛ꣄ꢗꣁ ꢃꢮ꣄,உதி
ꢭꢵꢭ꣄,உதிர்
ꢭꢵꢡ꣄,உதை
ꢣꣁꢨ꣄ꢨꢶ,உந்து
ꢧꢸꢔ꣄ꢔꢶ,உப்பு
ꢧꣁꢮ꣄ꢠꢦꢥ꣄ꢒꢿꢬ꣄,உபசரி
ꢨꢸꢣ꣄ꢣꢶ ꢱꢖ꣄ꢔꢶ,உபதேசி
ꢮꢮ꣄ꢬꢶ,உபயோகி
ꢆꢨꢫꣂꢒ꣄ ꢒꢿꢬ꣄,உபயோகி
ꢤꢹꢮ꣄,உமிழ்
ꢆꢛ꣄ꢗꣁ ꢡꢸꢒ꣄ꢒꢶ,உயர்த்து
ꢔꢿꢱ꣄,உரசு
ꢱꣁꢭꢫꢾ,உரி
ꢱꣂꢭ꣄,உரி
ꢒꢾꢬ꣄ꢖ꣄ꢔꢵꢜ꣄,உருக்கு
ꢒꢾꢬꢸꢬ꣄ꢔꢾꢫ,உருகு
ꢤꢸꢳꢵꢜ꣄,உருட்டு
ꢬꢹꢦ꣄ ꢒꢾꢬ꣄ꢭꢾ,உருவகி
ꢣꢹꢱ꣄,உருவு
ꢤꢹꢭ꣄,உருள்
ꢔꢾꢱꢫꢫꣁ,உரை
ꢮꢣꢫꣁ,உரை
ꢱꢹꢒ꣄ꢒꢶ,உலர்
ꢱꢹꢒ꣄ꢒꢵꢜ꣄,உலர்த்து
ꢆꢭꢵꢱ꣄ ꢒꢿꢬ꣄,உலவு
ꢲꢸꢭ꣄ꢦ꣄ꢦꢶ,உலுக்கு
ꢲꢷꢭ꣄ꢦ꣄ꢦꢫꢶ ꢬꢴꢵ,உலுங்கு
ꢆꢭꢫꢶ ꢬꢴꢵ,உலை
ꢆꢭꢫꢶ ꢙꢮꢵꢜ꣄,உலை
ꢱꣁꢪ꣄ꢦꢸ,உவ
ꢱꢵꢥ꣄ꢡꢶ,உவ
ꢡꣂꢡ꣄ ꢱꢵ,உவமி
ꢪꢷꢜ꣄ꢒꢥ꣄ ꢱꢿ,உவர்
ꢂꢞ꣄ꢞꢪ꣄ ꢦꣂꢜ꣄,உழப்பு
ꢭꣂꢭ꣄ ꢦꣂꢜ꣄,உழல்
ꢙꢸꢥ꣄ꢥꢶ,உழு
ꢦꢵꢜ꣄ ꢦꣂꢜ꣄,உழை
ꢂꢥꢬ꣄ꢡ꣄ꢡ ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,உளறு
ꢒ꣄ꢰꢷꢠ꣄ ꢲꣁꢫꢶ ꢙꢵ,உளு
ꢄꢥ꣄ꢒꢫꢶ ꢙꢵ,உளுக்கு
ꢣꢸꢒ꣄ꢒꢸ ꢦꣁꢥ꣄ꢣꢶ,உளை
ꢥꢶꢛ꣄ꢙꢶ,உறங்கு
ꢚꢸꢬ꣄,உறிஞ்சு
ꢗꢸꢠ꣄ꢜꢶ,உறுத்து
ꢔꢾꢬ꣄ꢙꢥꣁ ꢒꢿꢬ꣄,உறுமு
ꢕꢾꢞꢶ ꢨꣂꢜ꣄,உறை
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ ꢲꢶꢨ꣄ꢨꢶ,உறை
ꢲꢞ꣄ꢮꢶ,உன்னு
ꢤꣀꢬ꣄ꢫꢪ꣄ ꢣꢿ,ஊக்கு
ꢓꢮꢵꢜ꣄,ஊட்டு
ꢥꢴꢥ꣄ ꢚꢾꢔꢸꢜꣁ,ஊடு
ꢧꢹꢮ꣄,ஊது
ꢚꢶꢬ꣄ꢒꢶ,ஊர்
ꢱꣂꢜ꣄,ஊற்று
ꢆꢡ꣄ꢙꢭ꣄ ꢲꣂ,ஊறு
ꢔꢵꢜ꣄,ஊன்று
ꢦꣂꢜ꣄ꢦꢣꢵꢳ꣄꣄ꢒꢾꢬ꣄ꢭꢿ,எக்கு
ꢪꢶꢡꢪꢶꢛ꣄ꢗꢶ ꢙꢵ,எகிறு
ꢙꢵꢔ꣄ꢬꢡꢶ ꢒꢿꢬ꣄,எச்சரி
ꢂꢥ꣄ꢣꢶ,எட்டு
ꢭꢥ꣄ꢣꢶ,எட்டு
ꢙꢾꢫ꣄ ꢗꢿꢬ꣄,எட்டு
ꢓꢳ꣄ꢭꢾ,எடு
ꢓꢵꢜ꣄,எடு
ꢪꣁꢮ꣄ꢙꢶ,எண்ணு
ꢪꣂꢮ꣄,எண்ணு
ꢫꢡ꣄ꢡꢥ꣄ ꢒꢿꢬ꣄,எத்தனி
ꢡꢶꢬꢔ꣄ ꢲꢶꢨ꣄ꢨꢶ,எதிர்
ꢆꢱꢶꢭ꣄,எம்பு
ꢨꢵꢠ꣄ ꢱꣂꢜ꣄,எய்
ꢙꢾꢳꢶ ꢙꢵ,எரி
ꢙꢵꢳ꣄,எரி
ꢲꢹꢜ꣄,எழு
ꢭꢶꢒ꣄ꢒꢶ,எழுது
ꢭꢶꢓꢶ,எழுது
ꢔꢾꢭ꣄ꢭꢭ꣄ ꢒꢿꢬ꣄,எள்ளு
ꢮꢶꢱꢶꢬ꣄,எறி
ꢙꢵ,ஏகு
ꢲꢾꢡꣁ ꢦꣂꢜ꣄,ஏங்கு
ꢔꢵꢳ꣄꣄ꢞꢾ,ஏசு
ꢤꢾꢬ꣄ꢭꢿ,ஏந்து
ꢌꢗ꣄ꢗꢵꢜ꣄,ஏமாற்று
ꢲꢸꢖ꣄ꢔꢵꢜ꣄,ஏமாற்று
ꢌꢗ꣄ꢗꢜ꣄ꢥꢶ ꢦꣂꢜ꣄,ஏமாறு
ꢲꢸꢖ꣄ꢔꢫꢶ ꢙꢵ,ஏமாறு
ꢤꢞ꣄ꢞꢾ,ஏவு
ꢦ꣄ꢬꢒ꣄ꢰꢿꢦꢠꣁ ꢒꢿꢬ꣄,ஏவு
ꢲꣁꢮꢥ꣄ ꢬꢴꢵ,ஏற்படு
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,ஏற்று
ꢲꢶꢖ꣄ꢔꢶ,ஏறு
ꢣꣁꢮ꣄ꢱꢶ,ஒட்டு
